-2.711778,-2.446212,3.514860,0.507786,-1.482693,1.635544,-0.829685,-2.325029,-0.343068,-0.759932
1.486340,-1.961656,2.211125,0.925867,-2.050034,-1.557152,5.166137,2.626053,2.505575,0.349217
0.501733,3.263757,0.054432,5.502505,-0.820038,2.509496,-2.048484,-2.638338,1.895232,1.060524
-3.704859,0.357064,-1.282220,3.551996,-2.117664,2.504368,-0.073240,0.431575,-0.422168,-1.042745
-3.018708,-2.706021,0.994468,1.008026,0.702125,1.029563,-2.873665,3.750369,2.177974,-1.106938
2.747436,-0.421633,-0.481462,-1.093917,-1.426263,-0.013915,1.028185,3.396574,-0.943858,0.162742
0.552366,1.968337,-1.544140,-3.854925,-1.315917,2.025187,0.847895,1.078171,1.195347,0.527506
0.407716,-1.064947,-2.033460,-4.369872,-2.600835,0.474642,1.281229,-0.919865,1.386812,-0.090876
2.769623,-0.095858,-2.479646,0.871361,5.778226,1.792214,-3.621595,-2.416389,-0.192386,-2.055725
-2.317854,-1.228219,1.693555,0.824820,2.530707,-1.901016,-0.911350,1.537298,1.671075,1.971732
2.441437,0.612796,-1.191980,-0.710044,-0.631457,-3.456390,2.425714,-1.863749,0.315447,-1.890303
-0.396557,1.311021,0.995765,0.006913,-3.394686,0.338728,0.920649,-1.941337,-3.103049,1.560124
2.797540,-0.441615,-1.747373,-3.261699,0.830617,-0.277908,-2.683800,-2.330928,1.308789,-0.961653
-1.968028,0.966610,-0.170514,-1.339987,1.170075,-1.071462,0.079750,-1.537486,-2.462259,-1.140483
2.654936,1.804688,-1.944020,1.021725,2.489455,1.101249,-1.581946,-1.521533,-1.740987,1.510375
-0.416354,-1.575919,-5.514756,0.000054,-1.439453,0.829286,1.305146,4.153703,-4.040886,1.757749
-0.127260,0.809021,-0.813546,-0.105770,1.041160,-1.449110,0.422641,0.937356,2.449698,-0.279888
0.860091,-0.329705,2.426280,0.166457,0.567907,-0.622462,-0.312385,-0.499668,1.047440,-0.328439
-3.314053,0.306351,1.463711,-1.592457,-0.275420,-2.258672,2.868349,1.738948,-1.398686,-0.024661
-0.018815,-0.283570,2.860293,0.938967,-1.437102,-1.092559,-2.134565,-1.225195,-0.507909,-1.529300
-0.417131,0.754591,2.210970,-1.294877,-4.397914,-0.566471,0.589557,-1.842238,-2.474595,1.119409
-1.647287,4.376664,2.641781,4.124500,0.472669,-3.479425,-1.791052,-1.338859,0.601545,0.419247
-5.861590,0.001032,-2.036041,0.640323,-1.113386,3.895916,-1.713618,1.668484,-0.273720,-0.940933
1.813346,-0.193360,-1.278554,-0.118175,-0.159226,-1.166384,0.398593,-1.779248,1.293225,-0.736679
-3.118345,-3.532737,2.598282,-1.955336,-1.201723,-0.710938,2.313970,3.421557,-1.910771,-0.645028
0.949112,2.170908,2.218496,-0.502983,-1.556063,0.477376,1.414191,-1.202431,-2.907021,-2.693187
-2.754867,0.948098,-0.175352,-0.086711,-4.894895,-2.723638,0.184202,-2.027741,-1.832701,-0.808122
