"est" "sem"
"1" -1.035 0.766
"2" 0.474 0.685
"3" -1.006 0.773
"4" 1.355 0.657
"5" -1.135 0.748
"6" -0.207 0.783
"7" 0.466 0.778
"8" -0.325 0.755
"9" -0.871 0.791
"10" 0.292 0.869
"11" 2.307 0.665
"12" 0.356 0.736
"13" 1.619 0.712
"14" 1.25 0.657
"15" -0.123 0.955
"16" -0.877 0.791
"17" 1.064 0.836
"18" -0.308 0.759
"19" -0.658 0.691
"20" -1.121 0.751
"21" 0.2 0.712
"22" 0.464 0.891
"23" 0.275 0.737
"24" 2.01 0.677
"25" -0.783 0.815
"26" -0.636 0.835
"27" -1.277 0.726
"28" 0.646 0.662
"29" 1.53 0.682
"30" 2.091 0.712
"31" -0.557 0.868
"32" 1.235 0.716
"33" 0.267 0.738
"34" -0.503 0.735
"35" 0.255 0.86
"36" -0.217 0.766
"37" 1.228 0.79
"38" -0.887 0.792
"39" -0.073 0.797
"40" 0.631 0.811
"41" 0.76 0.671
"42" -0.873 0.797
"43" 0.15 0.716
"44" -0.616 0.713
"45" 0.645 0.735
"46" 0.765 0.823
"47" 1.011 0.713
"48" 1.553 0.668
"49" 1.86 0.707
"50" -0.677 0.849
"51" -0.387 0.885
"52" -1.017 0.774
"53" 0.374 0.899
"54" 1.178 0.623
"55" 1.207 0.793
"56" 0.475 0.658
"57" 0.619 0.652
"58" 1.489 0.721
"59" 1.023 0.841
"60" 1.018 0.779
"61" -0.412 0.877
"62" 1.381 0.761
"63" 1.593 0.717
"64" -1.249 0.728
"65" -0.844 0.806
"66" -0.528 0.724
"67" -0.848 0.795
"68" 0.647 0.915
"69" 1.872 0.696
"70" 0.646 0.805
"71" 0.204 0.841
"72" -1.301 0.716
"73" -0.874 0.797
"74" -0.398 0.75
"75" -0.831 0.805
"76" 1.346 0.75
"77" -0.644 0.833
"78" 0.616 0.653
"79" -0.102 0.781
"80" -0.682 0.687
"81" 1.405 0.691
"82" -0.943 0.778
"83" -0.263 0.652
"84" -0.989 0.771
"85" -1.147 0.749
"86" 0.843 0.733
"87" 1.853 0.685
"88" -1.229 0.73
"89" -0.237 0.768
"90" -0.967 0.77
"91" -0.822 0.806
"92" 1.073 0.744
"93" -0.668 0.837
"94" 0.258 0.836
"95" 0.194 0.706
"96" -0.346 0.761
"97" -0.744 0.819
"98" -0.434 0.734
"99" -0.786 0.803
"100" 0.564 0.698
"101" -1.082 0.753
"102" -1.215 0.724
"103" 1.751 0.698
"104" -0.242 0.766
"105" 1.069 0.619
"106" -0.581 0.716
"107" -0.68 0.833
"108" 0.991 0.796
"109" -0.786 0.814
"110" -0.698 0.815
"111" 1.072 0.794
"112" -1.166 0.741
"113" -0.968 0.781
"114" -0.884 0.802
"115" -0.149 0.77
"116" -0.952 0.769
"117" -0.976 0.769
"118" 0.361 0.74
"119" 1.375 0.746
"120" -1.322 0.716
"121" -0.55 0.71
"122" -0.327 0.766
"123" -0.687 0.837
"124" 1.924 0.764
"125" -0.956 0.773
"126" -0.793 0.673
"127" -1.382 0.706
"128" 0.999 0.727
"129" 0.343 0.773
"130" 1.047 0.791
"131" -0.509 0.729
"132" -0.673 0.825
"133" 0.113 0.82
"134" -1.027 0.765
"135" 0.106 0.645
"136" 0.87 0.739
"137" 0.416 0.91
"138" -0.524 0.871
"139" -0.177 0.667
"140" -0.483 0.879
"141" 0.338 0.774
"142" 2.063 0.7
"143" 0.026 0.799
"144" 1.146 0.705
"145" 0.597 0.895
"146" -0.849 0.798
"147" 1.58 0.727
"148" -0.236 0.766
"149" -0.81 0.811
"150" 1.785 0.672
"151" 0.354 0.894
"152" 2.033 0.724
"153" -1.033 0.772
"154" -0.61 0.706
"155" 1.938 0.674
"156" -0.718 0.691
"157" -0.836 0.806
"158" 1.842 0.701
"159" -0.662 0.848
"160" -0.003 0.701
"161" -1.088 0.751
"162" -0.047 0.821
"163" 0.491 0.908
"164" 1.431 0.826
"165" -0.019 0.787
"166" 0.593 0.896
"167" -0.705 0.843
"168" -0.466 0.89
"169" -0.649 0.837
"170" -0.048 0.688
"171" -0.802 0.807
"172" 0.001 0.804
"173" 0.02 0.799
"174" -0.102 0.693
"175" -1.195 0.736
"176" 1.14 0.705
"177" 1.166 0.714
"178" -0.856 0.807
"179" 1.929 0.68
"180" -1.102 0.76
"181" -0.693 0.847
"182" 1.763 0.702
"183" -1.017 0.77
"184" 0.105 0.704
"185" 1.099 0.765
"186" -0.586 0.852
"187" -0.625 0.822
"188" -1.111 0.755
"189" 1.01 0.612
"190" 0.191 0.71
"191" -0.22 0.923
"192" 1.424 0.709
"193" -0.458 0.737
"194" 0.367 0.779
"195" 0.152 0.743
"196" -1.204 0.733
"197" -0.734 0.825
"198" -0.368 0.661
"199" -0.841 0.802
"200" -0.762 0.814
"201" -0.771 0.816
"202" 0.682 0.794
"203" 0.395 0.78
"204" -0.482 0.732
"205" -1.058 0.762
"206" -0.764 0.821
"207" 1.236 0.757
"208" 1.35 0.701
"209" -0.517 0.722
"210" 0.64 0.794
"211" 0.388 0.656
"212" -0.877 0.805
"213" 0.173 0.73
"214" 1.527 0.693
"215" -1.192 0.73
"216" 1.829 0.657
"217" -0.621 0.854
"218" -0.651 0.71
"219" 0.773 0.737
"220" 1.331 0.747
"221" -0.214 0.757
"222" 0.491 0.908
"223" 0.94 0.709
"224" -0.686 0.838
"225" -1.243 0.73
"226" -0.118 0.782
"227" -0.596 0.847
"228" -0.843 0.797
"229" 0.634 0.694
"230" 0.873 0.841
"231" 0.018 0.822
"232" 1.613 0.696
"233" -0.788 0.814
"234" 1.576 0.687
"235" -1.279 0.723
"236" -1.046 0.771
"237" 1.43 0.731
"238" 2.058 0.71
"239" -1.294 0.72
"240" -0.403 0.64
"241" -0.966 0.775
"242" -1.149 0.75
"243" 1.349 0.754
"244" 1.582 0.72
"245" -1.076 0.765
"246" -1.141 0.741
"247" -0.798 0.809
"248" -0.827 0.796
"249" 1.049 0.601
"250" 0.448 0.729
"251" 0.633 0.709
"252" 0.227 0.735
"253" 1.002 0.857
"254" -0.879 0.804
"255" 1.527 0.726
"256" 0.856 0.838
"257" 0.435 0.67
"258" -0.677 0.845
"259" -0.484 0.868
"260" 1.352 0.734
"261" -0.123 0.778
"262" -1.237 0.737
"263" 0.464 0.891
"264" -1.077 0.752
"265" -0.358 0.762
"266" -1.367 0.709
"267" -0.944 0.782
"268" -1.189 0.737
"269" -0.983 0.774
"270" 0.409 0.864
"271" 0.71 0.846
"272" -1.02 0.771
"273" 0.611 0.705
"274" 0.163 0.69
"275" 0.184 0.815
"276" -0.276 0.761
"277" 0.762 0.719
"278" 0.65 0.692
"279" 1.722 0.699
"280" -0.708 0.688
"281" -0.094 0.964
"282" -0.016 0.703
"283" -1.063 0.758
"284" -0.957 0.79
"285" -0.677 0.834
"286" -0.795 0.814
"287" -0.765 0.818
"288" -0.678 0.827
"289" 1.334 0.647
"290" 0.925 0.8
"291" 0.02 0.778
"292" -0.49 0.883
"293" -1.049 0.761
"294" 0.341 0.756
"295" -1.199 0.739
"296" -1.14 0.744
"297" 1.414 0.668
"298" -0.684 0.821
"299" -0.988 0.775
"300" 1.658 0.817
"301" 0.759 0.823
"302" -1.117 0.749
"303" 1.639 0.743
