"est" "sem"
"1" -0.415 0.726
"2" -0.639 0.847
"3" -0.408 0.726
"4" 0.744 0.739
"5" 0.22 0.725
"6" 1.162 0.704
"7" -0.648 0.685
"8" 0.974 0.707
"9" -1.037 0.76
"10" -0.349 0.742
"11" 0.726 0.739
"12" -1.068 0.765
"13" -0.795 0.67
"14" 1.903 0.69
"15" 1.499 0.646
"16" 1.251 0.756
"17" -0.06 0.673
"18" -1.314 0.71
"19" -0.399 0.641
"20" -0.995 0.777
"21" 1.204 0.639
"22" -0.413 0.728
"23" 2.077 0.664
"24" -1.141 0.737
"25" 0.015 0.688
"26" -0.817 0.658
"27" 1.188 0.683
"28" 1.341 0.696
"29" -0.863 0.788
"30" -0.791 0.674
"31" 1.062 0.73
"32" -1.175 0.742
"33" -0.13 0.797
"34" -0.355 0.732
"35" 1.711 0.621
"36" -0.742 0.823
"37" 1.128 0.752
"38" -0.908 0.773
"39" -1.122 0.744
"40" -0.977 0.767
"41" -0.956 0.774
"42" 0.87 0.748
"43" 0.074 0.71
"44" 0.756 0.71
"45" -1.211 0.729
"46" 1.572 0.734
"47" 1.599 0.705
"48" -0.306 0.913
"49" 0.153 0.732
"50" 0.692 0.712
"51" -1.076 0.748
"52" 0.74 0.692
"53" 0.291 0.602
"54" -1.201 0.732
"55" 2.157 0.626
"56" 0.829 0.632
"57" 1.617 0.697
"58" -0.777 0.819
"59" -0.003 0.696
"60" -0.66 0.691
"61" 0.463 0.696
"62" -0.222 0.737
"63" -0.45 0.865
"64" -0.736 0.814
"65" -0.733 0.817
"66" 0.491 0.785
"67" 2.564 0.639
"68" -0.118 0.761
"69" 0.255 0.717
"70" -1.16 0.745
"71" -0.474 0.861
"72" -0.127 0.659
"73" -0.813 0.811
"74" 1.891 0.671
"75" -0.258 0.753
"76" 1.612 0.73
"77" -1.048 0.752
"78" 0.413 0.755
"79" -0.808 0.672
"80" -0.992 0.769
"81" -0.89 0.798
"82" 0.972 0.707
"83" 2.405 0.652
"84" -0.859 0.796
"85" 0.805 0.657
"86" 0.135 0.713
"87" -1.279 0.717
"88" -0.923 0.774
"89" -0.705 0.816
"90" 0.151 0.63
"91" -0.577 0.836
"92" 1.745 0.707
"93" -1.223 0.73
"94" 0.523 0.787
"95" 0.276 0.739
"96" 1.55 0.663
"97" 0.459 0.759
"98" 1.428 0.673
"99" 0.296 0.733
"100" 1.105 0.62
"101" 1.595 0.679
"102" -1.13 0.744
"103" -1.448 0.697
"104" -1.039 0.771
"105" 0.171 0.708
"106" 0.288 0.837
"107" -0.639 0.838
"108" 0.525 0.7
"109" 0.973 0.74
"110" -0.345 0.735
"111" -1.152 0.736
"112" -1.168 0.734
"113" -0.673 0.834
"114" -0.79 0.806
"115" 1.687 0.65
"116" 1.561 0.692
"117" -1.326 0.708
"118" -0.029 0.803
"119" 2.081 0.651
"120" -0.931 0.773
"121" -0.692 0.696
"122" 1.014 0.694
"123" -0.476 0.857
"124" 1.81 0.683
"125" 0.597 0.697
"126" -1.041 0.759
"127" -1.163 0.742
"128" -1.299 0.714
"129" -0.567 0.708
"130" 0.136 0.8
"131" -1.224 0.729
"132" 0.596 0.641
"133" -0.943 0.77
"134" -0.792 0.802
"135" 0.141 0.66
"136" 0.506 0.755
"137" -0.04 0.791
"138" -1.281 0.721
"139" 1.668 0.737
"140" -0.406 0.729
"141" 1.392 0.806
"142" 0.986 0.701
"143" -0.594 0.704
"144" 0.384 0.724
"145" -0.467 0.864
"146" -0.664 0.824
"147" 0.995 0.712
"148" 1.107 0.619
"149" -1.022 0.764
"150" 1.324 0.626
"151" -0.335 0.749
"152" 1.872 0.693
"153" -0.383 0.912
"154" -0.931 0.77
"155" 0.869 0.665
"156" 0.723 0.639
"157" -0.969 0.774
"158" 0.677 0.637
"159" 1.32 0.671
"160" -0.251 0.755
"161" -0.321 0.894
"162" -0.804 0.8
"163" -0.053 0.67
"164" -0.848 0.796
"165" -0.334 0.657
"166" 0.452 0.664
"167" 1.747 0.644
"168" -1.098 0.753
"169" -0.986 0.779
"170" 1.357 0.596
"171" -1.107 0.75
"172" 0.843 0.658
"173" -0.116 0.957
"174" -0.013 0.785
"175" 1.551 0.673
"176" -0.987 0.76
