"est" "sem"
"1" 1.166 0.767
"2" -1.147 0.747
"3" -1.542 0.678
"4" -1.422 0.703
"5" 1.043 0.648
"6" -0.223 0.766
"7" -1.112 0.74
"8" 1.671 0.654
"9" -1.113 0.753
"10" 1.561 0.749
"11" -1.229 0.731
"12" -0.466 0.724
"13" 2.105 0.648
"14" 1.439 0.753
"15" -0.928 0.787
"16" -1.351 0.705
"17" -0.994 0.775
"18" 1.715 0.655
"19" 0.527 0.771
"20" -1.203 0.734
"21" 0.4 0.651
"22" 1.103 0.743
"23" -1.212 0.733
"24" -0.065 0.618
"25" -0.568 0.711
"26" -0.943 0.783
"27" -0.854 0.671
"28" -1.177 0.737
"29" -0.968 0.775
"30" 1.644 0.762
"31" 0.105 0.653
"32" -1.125 0.743
"33" -1.163 0.739
"34" -0.498 0.705
"35" -1.229 0.73
"36" 1.855 0.662
"37" -1.207 0.734
"38" -0.76 0.812
"39" -0.569 0.85
"40" -1.017 0.764
"41" 1.283 0.639
"42" 1.34 0.796
"43" -1.12 0.752
"44" 2.476 0.633
"45" 0.815 0.633
"46" -1.094 0.753
"47" -0.388 0.739
"48" 0.986 0.751
"49" -1.28 0.719
"50" 1.107 0.795
"51" -1.138 0.737
"52" -0.449 0.891
"53" 1.291 0.627
"54" -1.011 0.767
"55" -0.667 0.828
"56" 1.74 0.705
"57" -0.798 0.674
"58" 0.477 0.675
"59" 0.692 0.641
"60" -1.16 0.738
"61" -0.883 0.8
"62" -1.001 0.767
"63" -1.408 0.7
"64" 1.707 0.665
"65" -0.476 0.878
"66" 0.425 0.619
"67" -1.22 0.733
"68" 1.154 0.583
"69" -1.065 0.758
"70" 1.737 0.758
"71" 0.386 0.739
"72" -1.143 0.749
"73" -0.866 0.784
"74" -1.035 0.77
"75" -0.561 0.864
"76" 0.751 0.66
"77" -1.168 0.745
"78" -0.966 0.779
"79" 0.881 0.699
"80" -0.964 0.773
"81" 0.872 0.762
"82" -0.875 0.802
"83" -1.301 0.714
"84" -0.651 0.699
"85" 1.579 0.784
"86" -1.129 0.74
"87" -0.325 0.633
"88" -1.259 0.722
"89" 0.5 0.628
"90" -1.239 0.723
"91" -1.232 0.73
"92" -1.185 0.74
"93" -1.294 0.718
"94" -0.418 0.897
"95" -1.047 0.765
"96" -0.699 0.818
"97" 1.49 0.752
"98" 1.969 0.653
"99" -0.943 0.787
"100" -1.116 0.749
"101" -0.756 0.812
"102" 0.832 0.751
"103" -1.372 0.708
"104" 1.529 0.721
"105" -1.439 0.691
