"est" "sem"
"1" -0.052 0.793
"2" -0.521 0.627
"3" 0.804 0.937
"4" 1.925 0.748
"5" 1.897 0.634
"6" 0.64 0.799
"7" 0.048 0.813
"8" -0.604 0.844
"9" 0.868 0.659
"10" 1.76 0.692
"11" -0.704 0.818
"12" -0.931 0.784
"13" -0.776 0.812
"14" 0.951 0.798
"15" 1.08 0.699
"16" -0.84 0.805
"17" -0.767 0.814
"18" 0.505 0.76
"19" -0.551 0.853
"20" -0.836 0.809
"21" 0.239 0.655
"22" -0.779 0.81
"23" -0.647 0.833
"24" -1.134 0.745
"25" -0.551 0.851
"26" 1.897 0.766
"27" -0.423 0.883
"28" 0.748 0.7
"29" -0.862 0.789
"30" 0.232 0.821
"31" -0.448 0.729
"32" -1.231 0.729
"33" 1.149 0.785
"34" 0.875 0.701
"35" 0.248 0.816
"36" -0.314 0.742
"37" -0.631 0.829
"38" 0.566 0.672
"39" -0.615 0.839
"40" 0.094 0.839
"41" -0.047 0.796
"42" 0.093 0.714
"43" 0.857 0.751
"44" 1.629 0.697
"45" -0.947 0.772
"46" 1.917 0.716
"47" 0.207 0.827
"48" 0.583 0.782
"49" -0.882 0.791
"50" 1.688 0.662
"51" -0.481 0.873
"52" -0.673 0.833
"53" -0.718 0.833
"54" -0.725 0.814
"55" -0.908 0.782
"56" -0.372 0.75
"57" -0.313 0.761
"58" -0.536 0.863
"59" -0.767 0.804
"60" -0.197 0.764
"61" -1.075 0.755
"62" -0.599 0.846
"63" -0.759 0.818
"64" 0.072 0.836
"65" -0.088 0.772
"66" -0.104 0.771
"67" -0.534 0.854
"68" 1.152 0.794
"69" -0.539 0.849
"70" -0.205 0.936
"71" -0.558 0.863
"72" -0.224 0.782
"73" 0.031 0.836
"74" -0.835 0.802
"75" -0.837 0.8
"76" 0.086 0.836
"77" -1.068 0.755
"78" 1.218 0.756
"79" 0.419 0.746
"80" -1.036 0.748
"81" 0.556 0.909
"82" -0.845 0.787
"83" -0.336 0.889
"84" -0.18 0.939
"85" -0.033 0.803
"86" 0.982 0.636
"87" -0.315 0.745
"88" -0.669 0.822
"89" -0.707 0.824
"90" -0.257 0.918
"91" 0.882 0.798
"92" 0.877 0.737
