"est" "sem"
"1" -1.178 0.741
"2" -1.114 0.738
"3" -0.526 0.866
"4" -0.985 0.777
"5" 1.862 0.665
"6" 0.162 0.725
"7" 0.906 0.728
"8" -1.035 0.765
"9" 1.325 0.749
"10" 2.224 0.668
"11" -0.87 0.661
"12" -1.027 0.761
"13" 0.956 0.756
"14" 1.175 0.684
"15" -0.868 0.793
"16" -1.034 0.764
"17" -1.065 0.755
"18" -0.878 0.794
"19" -1.089 0.75
"20" -0.388 0.745
"21" 2.052 0.656
"22" -0.917 0.781
"23" 1.13 0.755
"24" -1.406 0.701
"25" -0.691 0.831
"26" 0.226 0.837
"27" -1.076 0.754
"28" -1.171 0.74
"29" -1.007 0.769
"30" -0.908 0.777
"31" -0.084 0.79
"32" 1.251 0.666
"33" -1.245 0.728
"34" 0.718 0.817
"35" 0.379 0.608
"36" 0.976 0.708
"37" -0.407 0.745
"38" 0.425 0.761
"39" -0.905 0.788
"40" 2.19 0.63
"41" -0.979 0.773
"42" -0.467 0.74
"43" -1.036 0.755
"44" -0.896 0.786
"45" 0.527 0.699
"46" -0.742 0.82
"47" -1.247 0.728
"48" 0.301 0.674
"49" 1.164 0.76
"50" 0.611 0.66
"51" -1.076 0.757
"52" -0.135 0.773
"53" -0.544 0.724
"54" -0.844 0.787
"55" 1.258 0.771
"56" 1.51 0.776
"57" -0.974 0.769
"58" 0.319 0.779
"59" -0.904 0.79
"60" 0.35 0.747
"61" 1.685 0.677
"62" 1.434 0.609
"63" -1.188 0.737
"64" -0.664 0.695
"65" -1.22 0.737
"66" 0.877 0.725
"67" 0.134 0.734
"68" 1.398 0.729
"69" 0.346 0.727
"70" -0.857 0.788
"71" -1.055 0.756
"72" -0.497 0.72
"73" 0.091 0.824
"74" 0.726 0.723
"75" 1.106 0.765
"76" 0.009 0.72
"77" -0.838 0.8
"78" 1.528 0.684
"79" -0.818 0.809
"80" 2.267 0.713
"81" 1.339 0.638
"82" -1.012 0.772
"83" -0.464 0.725
"84" 1.192 0.674
"85" -1.384 0.708
"86" -0.185 0.765
"87" 2.455 0.656
"88" 2.188 0.67
"89" 0.469 0.908
"90" 1.625 0.689
"91" 1.445 0.665
"92" -0.745 0.81
"93" -0.93 0.776
"94" -0.516 0.879
"95" -0.796 0.809
"96" -1.121 0.747
"97" -1.298 0.724
"98" -0.73 0.825
"99" -1.181 0.74
"100" -0.924 0.796
"101" 1.952 0.656
"102" 0.148 0.709
"103" -0.677 0.69
"104" -0.417 0.744
"105" -0.623 0.847
"106" 1.44 0.712
"107" 1.692 0.7
"108" -0.745 0.818
"109" -0.489 0.87
"110" -0.531 0.72
"111" -0.255 0.754
"112" -1.415 0.701
"113" 1.076 0.783
"114" 0.164 0.641
"115" -1.318 0.71
"116" -1.147 0.742
"117" -1.328 0.715
"118" -1.111 0.748
"119" -1.139 0.748
"120" 0.262 0.712
"121" 1.802 0.678
"122" 0.946 0.704
"123" -1.016 0.767
"124" -1.209 0.739
"125" 1.943 0.624
"126" 0.109 0.836
"127" -1.036 0.758
"128" 1.68 0.687
"129" -0.184 0.766
