"est" "sem"
"1" 1.997 0.684
"2" 0.808 0.649
"3" -0.722 0.823
"4" -1.063 0.752
"5" -1.073 0.75
"6" -0.872 0.802
"7" 0.608 0.758
"8" -1.318 0.717
"9" 1.734 0.69
"10" -0.963 0.772
"11" 1.708 0.698
"12" -0.546 0.851
"13" -1.275 0.725
"14" -0.615 0.833
"15" -0.481 0.721
"16" -0.605 0.838
"17" -0.814 0.799
"18" -1.042 0.763
"19" 0.095 0.793
"20" -0.398 0.749
"21" 1.281 0.757
"22" 1.411 0.646
"23" 0.049 0.836
"24" -0.458 0.874
"25" 0.184 0.653
"26" 0.398 0.672
"27" 2.069 0.73
"28" -0.897 0.782
"29" 0.533 0.909
"30" -0.428 0.728
"31" 0.312 0.848
"32" -0.625 0.712
"33" 0.823 0.694
"34" 0.868 0.633
"35" -1.271 0.722
"36" 0.783 0.835
"37" 1.897 0.682
"38" -0.108 0.663
"39" 1.248 0.672
"40" -0.541 0.716
"41" -0.785 0.817
"42" 0.96 0.616
"43" 0.491 0.695
"44" 0.903 0.843
"45" -0.866 0.794
"46" 0.862 0.702
"47" -0.172 0.667
"48" 0.39 0.736
"49" 0.57 0.778
"50" -1.011 0.766
"51" -1.414 0.698
"52" -0.696 0.836
"53" -1.021 0.774
"54" -1.123 0.753
"55" -1.079 0.752
"56" -0.283 0.755
"57" -1.165 0.741
"58" -1.319 0.711
"59" 0.528 0.782
"60" -1.36 0.703
"61" -0.544 0.707
"62" -0.222 0.76
"63" -0.885 0.777
"64" 0.341 0.637
"65" -0.973 0.765
"66" -0.903 0.781
"67" 0.751 0.63
"68" -0.583 0.717
"69" -1.088 0.751
"70" 1.246 0.696
"71" -1.195 0.731
"72" -0.481 0.722
"73" -0.995 0.757
"74" 1.21 0.643
"75" 1.321 0.668
"76" -1.285 0.722
"77" -1.059 0.756
"78" -1.032 0.765
"79" 0.478 0.692
"80" 2.193 0.65
"81" 1.09 0.651
"82" 1.537 0.72
"83" 0.868 0.702
"84" 1.533 0.706
"85" -0.695 0.816
"86" -1.26 0.724
"87" 1.677 0.622
"88" -0.951 0.769
"89" -1.143 0.745
"90" 0.294 0.584
"91" 0.965 0.621
"92" -0.356 0.735
"93" -0.918 0.659
"94" 1.942 0.663
"95" -0.3 0.737
"96" -0.27 0.757
"97" 0.784 0.801
"98" -1.199 0.738
"99" 0.669 0.614
"100" -0.591 0.715
"101" -1.164 0.737
"102" 1.257 0.759
"103" 0.252 0.736
"104" 1.407 0.633
"105" -1.081 0.76
"106" -0.726 0.822
"107" -0.354 0.736
"108" 0.081 0.708
"109" -0.811 0.815
"110" -0.515 0.717
"111" -0.657 0.711
"112" -1.37 0.705
"113" 2.126 0.633
"114" -1.021 0.764
"115" 0.059 0.692
"116" 0.444 0.605
"117" 1.926 0.661
"118" 1.268 0.755
"119" -0.603 0.86
"120" -0.777 0.817
"121" 1.296 0.755
"122" -1.121 0.753
"123" -1.177 0.732
"124" 0.692 0.636
"125" -1.228 0.73
"126" -1.083 0.744
"127" 0.448 0.691
"128" -1.018 0.765
"129" -0.917 0.785
"130" -1.231 0.733
"131" 1.8 0.672
"132" 0.897 0.708
"133" -0.608 0.833
"134" -0.295 0.756
"135" -0.488 0.724
"136" -0.331 0.751
"137" -1.372 0.702
"138" -0.873 0.8
"139" 2.082 0.663
"140" -0.962 0.781
"141" -0.788 0.67
"142" -0.315 0.745
"143" -0.821 0.68
"144" -1.103 0.746
"145" 1.353 0.653
"146" -1.115 0.748
"147" -0.551 0.694
"148" 0.722 0.7
"149" -0.167 0.658
"150" 0.541 0.507
"151" -0.92 0.787
"152" -0.525 0.717
"153" -0.67 0.698
"154" -0.023 0.681
"155" -0.749 0.818
"156" -0.279 0.757
"157" -0.693 0.695
"158" -1.031 0.756
"159" -0.76 0.813
"160" 0.097 0.615
"161" 1.752 0.698
"162" -0.751 0.824
"163" -0.081 0.79
"164" 0.366 0.73
"165" 0.865 0.606
"166" -0.763 0.819
