"est" "sem"
"1" 1.225 0.78
"2" -0.619 0.837
"3" 0.608 0.912
"4" 0.229 0.843
"5" 0.568 0.778
"6" -0.842 0.797
"7" 0.39 0.662
"8" -0.528 0.869
"9" -0.937 0.783
"10" -0.138 0.785
"11" -0.347 0.901
"12" -0.388 0.893
"13" -0.932 0.78
"14" -0.542 0.862
"15" -0.546 0.703
"16" 1.672 0.726
"17" -0.633 0.842
"18" 0.541 0.898
"19" -0.286 0.747
"20" -0.75 0.814
"21" 0.105 0.815
"22" -0.44 0.743
"23" -0.806 0.807
"24" -1.06 0.751
"25" -0.014 0.795
"26" 0.916 0.701
"27" -0.167 0.754
"28" 1.349 0.706
"29" 0.49 0.886
"30" -0.651 0.851
"31" -1.039 0.761
"32" 0.167 0.836
"33" 1.065 0.632
"34" 0.335 0.75
"35" -0.367 0.909
"36" -0.44 0.892
"37" 1.662 0.649
"38" -0.698 0.824
"39" -1.068 0.75
"40" -0.75 0.813
"41" -1.042 0.766
"42" 0.807 0.728
"43" -0.443 0.877
"44" 0.464 0.755
"45" -0.572 0.862
"46" -0.911 0.789
"47" -0.685 0.692
"48" -0.364 0.914
"49" 0.586 0.694
"50" -0.862 0.789
"51" -0.102 0.79
"52" -0.794 0.674
"53" 1.716 0.716
"54" -0.928 0.786
"55" 0.452 0.909
"56" -0.529 0.864
"57" -0.895 0.789
"58" -0.064 0.791
"59" -0.19 0.783
"60" -0.869 0.793
"61" -0.723 0.815
"62" -0.926 0.776
"63" -0.022 0.99
"64" 0.884 0.735
"65" 0.36 0.873
"66" -1.051 0.76
"67" 0.078 0.811
"68" 1.566 0.745
"69" 1.077 0.856
"70" 0.034 0.797
"71" -0.562 0.863
"72" -0.193 0.784
"73" -0.251 0.928
"74" -0.24 0.764
"75" 1.434 0.618
"76" 1.442 0.765
"77" -0.626 0.852
"78" -0.555 0.847
"79" -0.122 0.789
"80" -0.336 0.912
"81" 0.105 0.837
"82" -0.668 0.829
"83" -0.659 0.832
"84" -0.277 0.754
"85" 0.255 0.844
"86" 0.818 0.94
"87" 0.034 0.811
"88" -0.89 0.791
"89" -0.31 0.753
"90" 0.677 0.708
"91" -0.39 0.88
"92" 0.394 0.745
"93" -0.013 0.81
"94" 1.68 0.677
"95" -0.838 0.801
"96" 0.424 0.91
"97" 0.701 0.912
"98" -0.929 0.78
