user_id,item_id,result,date
2445,39,1,2021-09-08 17:01:03
1211,324,0,2021-09-08 17:01:14
3393,235,0,2021-09-08 17:01:18
4594,80,0,2021-09-08 17:01:33
1120,199,0,2021-09-08 17:01:34
1282,239,1,2021-09-08 17:01:47
1148,171,0,2021-09-08 17:01:59
4126,30,0,2021-09-08 17:02:12
4147,27,0,2021-09-08 17:02:22
3971,18,1,2021-09-08 17:02:29
3384,226,1,2021-09-08 17:02:31
2929,97,1,2021-09-08 17:02:33
4369,91,1,2021-09-08 17:02:44
1820,319,0,2021-09-08 17:02:48
4712,51,0,2021-09-08 17:03:13
40,111,0,2021-09-08 17:03:13
2698,51,0,2021-09-08 17:03:20
4999,223,1,2021-09-08 17:03:32
3505,42,1,2021-09-08 17:03:34
2476,319,1,2021-09-08 17:03:42
3933,278,1,2021-09-08 17:04:05
4561,195,0,2021-09-08 17:04:31
739,52,1,2021-09-08 17:04:56
909,150,0,2021-09-08 17:05:06
2407,180,0,2021-09-08 17:05:15
2701,158,0,2021-09-08 17:05:15
2962,126,0,2021-09-08 17:05:18
4185,388,1,2021-09-08 17:05:26
2438,22,0,2021-09-08 17:05:34
3611,119,0,2021-09-08 17:05:40
201,396,1,2021-09-08 17:06:33
273,50,0,2021-09-08 17:06:40
4765,104,0,2021-09-08 17:06:45
2126,327,1,2021-09-08 17:06:48
4260,28,0,2021-09-08 17:07:21
3433,395,0,2021-09-08 17:07:34
1027,43,0,2021-09-08 17:07:37
3766,258,0,2021-09-08 17:07:41
3509,218,0,2021-09-08 17:07:50
4951,356,1,2021-09-08 17:08:12
2545,38,1,2021-09-08 17:08:27
4343,86,0,2021-09-08 17:08:36
396,259,0,2021-09-08 17:08:40
1494,159,0,2021-09-08 17:08:41
889,124,0,2021-09-08 17:09:23
1654,66,1,2021-09-08 17:09:27
3440,177,1,2021-09-08 17:09:58
4085,273,0,2021-09-08 17:09:58
4436,64,0,2021-09-08 17:09:59
3619,311,0,2021-09-08 17:10:04
1645,81,1,2021-09-08 17:10:13
3976,388,0,2021-09-08 17:10:17
1606,83,0,2021-09-08 17:10:43
4419,81,0,2021-09-08 17:10:55
3850,360,0,2021-09-08 17:11:04
4801,395,0,2021-09-08 17:11:34
4429,310,0,2021-09-08 17:11:36
3980,61,0,2021-09-08 17:11:45
3231,99,0,2021-09-08 17:12:34
618,365,0,2021-09-08 17:13:12
2168,93,1,2021-09-08 17:13:15
4528,338,0,2021-09-08 17:13:18
1425,337,1,2021-09-08 17:13:37
404,304,0,2021-09-08 17:13:42
4052,228,0,2021-09-08 17:14:07
4183,168,0,2021-09-08 17:14:07
4537,349,0,2021-09-08 17:14:27
748,42,0,2021-09-08 17:14:46
1521,168,0,2021-09-08 17:14:55
946,221,1,2021-09-08 17:15:11
1368,208,1,2021-09-08 17:15:12
462,312,0,2021-09-08 17:15:43
1826,193,0,2021-09-08 17:16:14
1316,88,0,2021-09-08 17:16:19
1621,35,1,2021-09-08 17:16:29
