  1.00000000, -0.24155930
  1.00000000,  1.09025337
  1.00000000,  2.00858577
  1.00000000,  0.93124320
  1.00000000, -0.72031698
  1.00000000, -0.00886989
  1.00000000, -2.52697504
  1.00000000, -3.05319041
  1.00000000,  1.53144649
  1.00000000,  0.01392240
  1.00000000, -0.19738948
  1.00000000,  2.89357868
  1.00000000,  0.42423314
  1.00000000, -0.38056231
  1.00000000,  1.27796904
  1.00000000, -3.04754687
  1.00000000,  1.12317784
  1.00000000, -0.57062406
  1.00000000, -0.07875647
  1.00000000,  0.45170696
  1.00000000,  2.95757682
  1.00000000, -0.43414736
  1.00000000,  0.78742484
  1.00000000, -0.62135478
  1.00000000, -1.28612757
  1.00000000, -0.30493061
  1.00000000, -2.56074838
  1.00000000,  4.81088701
  1.00000000,  2.11326036
  1.00000000,  0.04732026
  1.00000000, -1.17172014
  1.00000000,  0.59484629
  1.00000000, -0.82479800
  1.00000000,  0.78344484
  1.00000000, -1.25961753
  1.00000000,  0.43020110
  1.00000000, -1.81299753
  1.00000000,  2.38094326
  1.00000000, -1.55509132
  1.00000000,  0.73566180
  1.00000000, -0.77588099
  1.00000000, -0.87264713
  1.00000000,  0.15825224
  1.00000000, -0.00288795
  1.00000000,  2.22936729
  1.00000000,  0.48787454
  1.00000000, -2.63579851
  1.00000000,  1.15043096
  1.00000000, -0.17750960
  1.00000000,  0.83027537
  1.00000000,  0.98793105
  1.00000000,  1.46237005
  1.00000000,  0.01338782
  1.00000000,  1.50825847
  1.00000000,  0.32753339
  1.00000000, -3.11098650
  1.00000000,  0.87502590
  1.00000000, -1.75255575
  1.00000000,  1.79157049
  1.00000000, -1.94486640
  1.00000000,  0.12757429
  1.00000000,  0.77745609
  1.00000000,  1.59901950
  1.00000000,  0.44981114
  1.00000000,  2.78563633
  1.00000000,  2.15559203
  1.00000000, -2.73903508
  1.00000000, -0.81314056
  1.00000000,  2.21766529
  1.00000000,  1.38278099
  1.00000000, -1.55303858
  1.00000000,  2.22234161
  1.00000000, -2.61457907
  1.00000000,  4.38462912
  1.00000000, -0.61651280
  1.00000000, -3.36662437
  1.00000000, -1.05947444
  1.00000000, -1.76464592
  1.00000000,  1.10451700
  1.00000000,  2.73374369
  1.00000000, -3.55100844
  1.00000000, -3.05777477
  1.00000000, -0.81223284
  1.00000000,  0.24102212
  1.00000000, -2.30575160
  1.00000000,  2.04187643
  1.00000000,  1.68165312
  1.00000000, -1.08412559
  1.00000000, -0.44687705
  1.00000000, -0.25938135
  1.00000000,  0.09320395
  1.00000000,  0.46623504
  1.00000000,  2.57812200
  1.00000000, -3.70642646
  1.00000000,  4.14076364
  1.00000000, -1.18629790
  1.00000000,  2.09061966
  1.00000000, -1.29320469
  1.00000000, -1.42175645
  1.00000000,  2.47797665
  1.00000000,  1.34885165
  1.00000000, -0.11468719
  1.00000000, -2.42605526
  1.00000000, -1.33478344
  1.00000000,  3.23419604
  1.00000000,  0.91778293
  1.00000000, -0.91298775
  1.00000000,  0.94845889
  1.00000000, -0.71876496
  1.00000000,  0.11830623
  1.00000000,  0.78434886
  1.00000000,  1.25099291
  1.00000000, -0.21776525
  1.00000000,  1.97739576
  1.00000000, -0.42350777
  1.00000000,  1.10986957
  1.00000000,  1.62814988
  1.00000000,  3.97646658
  1.00000000, -2.75488986
  1.00000000, -1.95248128
  1.00000000,  1.54301178
  1.00000000,  0.66811380
  1.00000000,  3.72700269
  1.00000000,  0.56413420
  1.00000000,  1.81753745
  1.00000000,  1.07446404
  1.00000000, -1.63911405
  1.00000000, -0.51971269
  1.00000000,  1.74735521
  1.00000000,  1.35887353
  1.00000000,  2.27846328
  1.00000000,  1.79247538
  1.00000000, -0.88417257
  1.00000000, -0.02876428
  1.00000000,  1.19000503
  1.00000000,  0.41873754
  1.00000000, -0.48616252
  1.00000000, -2.92931321
  1.00000000,  0.71704286
  1.00000000, -0.40534214
  1.00000000, -3.42577235
  1.00000000, -2.45273219
  1.00000000,  1.48178491
  1.00000000,  2.37452119
  1.00000000, -1.29422854
  1.00000000, -5.03691914
  1.00000000, -2.07666010
  1.00000000, -0.75199344
  1.00000000,  1.88157556
  1.00000000, -1.40787016
  1.00000000, -3.20987926
  1.00000000, -0.43091999
  1.00000000,  2.06010239
  1.00000000, -4.73419190
  1.00000000, -0.93600974
  1.00000000,  1.86480087
  1.00000000, -2.10127917
  1.00000000, -0.29023866
  1.00000000, -3.19728929
  1.00000000, -3.82989292
  1.00000000,  1.14453394
  1.00000000, -3.64694228
  1.00000000,  0.52795673
  1.00000000, -3.38042325
  1.00000000, -2.91607908
  1.00000000, -2.81059332
  1.00000000, -1.90929131
  1.00000000,  2.18184471
  1.00000000, -0.78375114
  1.00000000,  2.95141318
  1.00000000, -2.30588566
  1.00000000,  2.93746492
  1.00000000,  1.47453829
  1.00000000,  0.54017981
  1.00000000,  0.63570614
  1.00000000,  1.20408793
  1.00000000,  2.99645404
  1.00000000, -0.29789472
  1.00000000, -0.67927405
  1.00000000, -1.13879868
  1.00000000,  2.55675004
  1.00000000, -3.46068512
  1.00000000,  0.98634260
  1.00000000, -0.93484918
  1.00000000,  1.52159412
  1.00000000, -0.64118716
  1.00000000, -3.75841874
  1.00000000,  0.39378001
  1.00000000,  0.44547510
  1.00000000, -0.54479825
  1.00000000, -6.76364205
  1.00000000,  1.36941974
  1.00000000,  2.31284923
  1.00000000, -2.69919209
  1.00000000,  2.41571393
  1.00000000, -1.70454453
  1.00000000,  0.07842763
  1.00000000, -1.39117045
  1.00000000, -1.11962212
  1.00000000,  2.66800716
  1.00000000,  1.88019237
  1.00000000,  1.48887596
  1.00000000,  0.17924922
  1.00000000,  0.26638231
  1.00000000, -0.00934520
  1.00000000,  3.14734918
  1.00000000,  0.84054844
  1.00000000,  0.30118515
  1.00000000, -1.93823405
  1.00000000, -2.30340505
  1.00000000,  1.08356045
  1.00000000, -0.50643661
  1.00000000, -1.71179041
  1.00000000,  0.93210920
  1.00000000, -1.14799056
  1.00000000,  0.23445309
  1.00000000, -1.08468250
  1.00000000, -2.53412655
  1.00000000, -0.87212926
