"est" "sem"
"1" -0.023 0.779
"2" 1.152 0.673
"3" -0.965 0.774
"4" 0.224 0.737
"5" -0.555 0.857
"6" 0.948 0.8
"7" 0.999 0.837
"8" 1.643 0.657
"9" -0.729 0.677
"10" 0.012 0.785
"11" -0.645 0.826
"12" -1.229 0.726
"13" -1.384 0.705
"14" -0.249 0.768
"15" -0.328 0.746
"16" 1.59 0.624
"17" 0.938 0.687
"18" -0.816 0.813
"19" -0.54 0.717
"20" -0.205 0.671
"21" 0.844 0.796
"22" -0.165 0.787
"23" 2.329 0.656
"24" 1.216 0.766
"25" -1.018 0.763
"26" 0.133 0.834
"27" 0.944 0.565
"28" 1.126 0.674
"29" 0.967 0.573
"30" -0.895 0.787
"31" -0.616 0.851
"32" 0.22 0.728
"33" -0.484 0.711
"34" -0.568 0.615
"35" 0.04 0.706
"36" -0.271 0.747
"37" -0.39 0.741
"38" -0.721 0.82
"39" 1.35 0.724
"40" -0.642 0.689
"41" 1.933 0.726
"42" -0.9 0.788
"43" 0.956 0.696
"44" -0.642 0.83
"45" -1.083 0.757
"46" -0.383 0.748
"47" 0.001 0.791
"48" 1.852 0.675
"49" -0.38 0.745
"50" 0.266 0.741
"51" -0.977 0.645
"52" -0.847 0.797
"53" -0.828 0.795
"54" -0.582 0.843
"55" 1.972 0.719
"56" 0.993 0.7
"57" -1.016 0.764
"58" -0.258 0.766
"59" -0.555 0.709
"60" -0.583 0.858
"61" -1.115 0.747
"62" 0.284 0.703
"63" 1.795 0.697
"64" -0.859 0.805
"65" 0.265 0.835
"66" -1.014 0.757
"67" -0.952 0.78
"68" 0.051 0.801
"69" -0.794 0.808
"70" 0.233 0.625
"71" -0.304 0.639
"72" 0.17 0.631
"73" 2.059 0.711
"74" 0.2 0.734
"75" -1.116 0.742
"76" 1.804 0.687
"77" 0.698 0.714
"78" -0.106 0.789
"79" 0.918 0.605
"80" 1.425 0.742
"81" 0.948 0.842
"82" 0.502 0.789
"83" -0.828 0.804
"84" -0.384 0.741
"85" -0.545 0.703
"86" -0.801 0.814
"87" 0.136 0.705
"88" -0.46 0.893
"89" -1.115 0.746
"90" -0.546 0.85
"91" -0.724 0.825
"92" -0.408 0.727
"93" -0.163 0.792
"94" 0.777 0.715
"95" -1.021 0.751
"96" 0.501 0.908
"97" -0.835 0.795
"98" -0.071 0.791
"99" 1.271 0.783
"100" -1.124 0.753
"101" -0.528 0.715
"102" 1.836 0.752
"103" 0.83 0.718
"104" -0.398 0.735
"105" -0.835 0.795
"106" 1.904 0.67
"107" 0.6 0.637
"108" -0.775 0.795
"109" -1.376 0.706
"110" -0.233 0.768
"111" 0.363 0.599
"112" 0.694 0.604
"113" -0.852 0.794
"114" 0.183 0.841
"115" -0.846 0.797
"116" -0.658 0.842
"117" -0.432 0.734
"118" 1.2 0.76
"119" 1.636 0.674
"120" 1.739 0.715
"121" -0.361 0.731
"122" 0.052 0.836
"123" -0.415 0.728
"124" -0.405 0.725
"125" 1.072 0.567
"126" 1.821 0.721
"127" -0.906 0.787
"128" -0.014 0.701
"129" -0.452 0.629
"130" 1.003 0.606
"131" 1.59 0.75
"132" -1.343 0.709
"133" -0.717 0.808
"134" 0.598 0.553
"135" 0.901 0.701
"136" 0.112 0.821
"137" -0.043 0.777
"138" -1.21 0.734
"139" -0.386 0.9
"140" 0.506 0.777
"141" 0.622 0.913
"142" -1.048 0.765
"143" 1.087 0.75
"144" -0.475 0.714
"145" 0.766 0.826
"146" 0.854 0.611
"147" 1.366 0.632
"148" 1.018 0.554
