"est" "sem"
"1" 0.339 0.878
"2" -1.057 0.759
"3" 0.15 0.619
"4" -0.48 0.714
"5" -1.367 0.702
"6" 0.655 0.631
"7" 1.185 0.666
"8" 0.048 0.811
"9" -1.066 0.755
"10" -0.308 0.745
"11" -0.785 0.809
"12" -0.852 0.805
"13" 1.303 0.726
"14" -0.808 0.801
"15" 0.119 0.813
"16" 0.451 0.781
"17" 1.554 0.717
"18" -0.545 0.852
"19" -1.103 0.746
"20" 0.012 0.794
"21" -0.732 0.822
"22" 1.197 0.648
"23" 0.237 0.733
"24" 0.342 0.722
"25" 0.682 0.736
"26" -0.718 0.817
"27" 0.135 0.709
"28" 0.691 0.789
"29" 0.55 0.639
"30" 0.853 0.735
"31" 2.484 0.667
"32" 0.023 0.675
"33" -0.737 0.807
"34" 0.446 0.909
"35" -1.15 0.739
"36" -0.881 0.781
"37" -0.028 0.79
"38" 0.522 0.783
"39" 2.254 0.69
"40" -0.614 0.843
"41" 0.11 0.813
"42" -0.989 0.767
"43" 0.526 0.779
"44" -0.764 0.81
"45" -0.27 0.91
"46" 0.296 0.736
"47" -0.465 0.874
"48" 0.057 0.811
"49" 0.276 0.715
"50" -0.258 0.643
"51" 1.097 0.714
"52" -0.625 0.695
"53" 0.168 0.83
"54" -0.605 0.845
"55" 0.968 0.697
"56" 0.804 0.841
"57" -1.187 0.732
"58" 2.082 0.653
"59" -0.941 0.775
"60" 1.149 0.703
"61" 1.444 0.745
"62" 0.201 0.821
"63" 1.225 0.737
"64" -1.229 0.728
"65" -0.248 0.781
"66" -0.633 0.84
"67" -0.889 0.787
"68" -0.499 0.877
"69" -0.648 0.7
"70" -0.365 0.745
"71" 0.425 0.91
"72" -0.557 0.842
"73" 0.152 0.714
"74" -0.489 0.721
"75" 0.938 0.708
"76" 1.964 0.727
"77" -0.014 0.802
"78" -0.618 0.848
"79" 1.624 0.699
"80" -0.788 0.811
"81" -0.992 0.763
"82" 1.867 0.747
"83" -0.834 0.79
"84" -0.319 0.738
"85" -0.9 0.784
"86" -0.218 0.754
"87" -0.483 0.878
"88" 1.151 0.789
"89" -0.987 0.769
"90" -0.5 0.861
"91" -1.077 0.751
"92" 1.86 0.739
"93" -0.61 0.701
"94" 0.471 0.908
"95" -0.549 0.86
"96" -0.925 0.783
"97" -0.786 0.81
"98" -0.655 0.835
"99" 1.331 0.779
"100" -1.079 0.755
"101" -0.141 0.789
"102" -0.544 0.862
"103" -0.135 0.76
"104" -0.182 0.763
"105" -0.076 0.684
"106" -1.112 0.752
"107" -0.715 0.815
"108" 0.781 0.602
"109" 0.062 0.618
"110" 1.442 0.723
"111" -0.888 0.782
"112" 1.552 0.691
"113" -0.875 0.792
"114" -0.41 0.731
"115" -0.787 0.814
"116" 0.104 0.705
"117" 1.799 0.717
"118" 0.828 0.635
"119" 0.133 0.812
"120" -0.035 0.796
"121" 0.952 0.803
"122" -0.545 0.855
"123" 0.76 0.708
"124" -0.085 0.777
"125" -0.653 0.824
"126" 1.14 0.792
"127" -0.852 0.793
"128" -1.038 0.76
"129" -0.155 0.67
"130" -1.204 0.732
"131" 0.612 0.803
"132" -0.924 0.783
"133" 0.392 0.876
"134" -0.95 0.773
"135" -0.92 0.784
"136" -0.637 0.852
"137" -0.702 0.821
"138" -1.097 0.742
"139" 0.177 0.828
"140" 1.883 0.67
"141" 1.518 0.724
"142" -0.609 0.836
"143" 0.082 0.708
"144" -0.32 0.743
"145" -0.568 0.844
"146" -0.024 0.803
"147" -1.031 0.758
"148" -0.231 0.767
"149" 0.542 0.909
"150" 0.123 0.712
"151" 0.083 0.811
"152" -0.749 0.811
"153" 1.254 0.755
"154" -1.003 0.768
"155" 1.841 0.682
"156" 1.521 0.785
"157" -1.087 0.749
"158" 1.193 0.73
"159" -0.747 0.822
"160" -0.457 0.728
"161" -1.069 0.759
"162" 1.561 0.628
"163" -0.554 0.848
"164" -1.06 0.756
"165" 0.177 0.827
"166" 0.125 0.814
"167" -1.178 0.732
"168" -1.015 0.764
"169" 1.354 0.791
"170" -0.536 0.865
"171" -0.812 0.805
"172" 1.215 0.794
"173" 0.776 0.711
"174" 1.249 0.715
"175" -0.873 0.788
"176" -0.728 0.821
"177" -0.135 0.952
"178" -0.219 0.752
"179" 0.49 0.628
"180" -0.912 0.783
"181" -0.68 0.826
"182" -0.949 0.767
"183" 0.942 0.798
"184" 0.527 0.771
"185" 0.113 0.839
"186" 0.676 0.601
"187" 0.339 0.753
"188" 0.542 0.909
"189" -0.107 0.785
"190" -0.574 0.845
"191" -0.755 0.815
"192" -0.652 0.832
"193" -0.488 0.853
"194" -0.463 0.863
"195" -0.65 0.835
"196" 1.706 0.683
"197" -0.652 0.839
"198" -0.229 0.751
"199" 0.713 0.795
"200" 1.992 0.706
"201" -0.332 0.736
"202" 0.082 0.836
"203" -0.372 0.734
"204" 1.39 0.806
"205" 0.659 0.615
"206" -0.932 0.787
"207" 1.26 0.798
"208" -0.782 0.813
"209" 1.804 0.697
"210" 0.815 0.734
"211" -1.029 0.757
"212" -1.062 0.759
"213" -0.729 0.813
"214" -1.093 0.756
"215" -0.559 0.86
"216" -0.6 0.836
"217" -0.123 0.793
"218" -0.752 0.81
"219" -0.341 0.903
"220" -0.952 0.773
"221" 0.876 0.714
"222" -1.265 0.721
"223" -0.831 0.802
"224" 2.033 0.722
"225" 1.673 0.714
"226" 1.114 0.636
"227" -0.331 0.753
"228" -1.104 0.746
"229" -0.512 0.704
"230" 1.094 0.795
"231" 1.162 0.79
"232" -0.525 0.865
"233" -1.124 0.743
