"est" "sem"
"1" 1.676 0.663
"2" 0.724 0.659
"3" 1.165 0.747
"4" -0.565 0.86
"5" 1.775 0.672
"6" -1.26 0.722
"7" 2.142 0.669
"8" 1.694 0.72
"9" -0.798 0.804
"10" 0.645 0.685
"11" -1.242 0.73
"12" 0.075 0.818
"13" -1.085 0.752
"14" 0.406 0.605
"15" -0.928 0.785
"16" 0.919 0.843
"17" 1.27 0.731
"18" 0.088 0.837
"19" 1.303 0.753
"20" 2.1 0.7
"21" 0.711 0.681
"22" -0.571 0.857
"23" 1.29 0.631
"24" 1.338 0.666
"25" -0.925 0.787
"26" -0.785 0.807
"27" -0.241 0.755
"28" 1.497 0.605
"29" -0.87 0.668
"30" -0.156 0.768
"31" -0.149 0.776
"32" 1.469 0.623
"33" -0.994 0.766
"34" 0.884 0.658
"35" -0.119 0.954
"36" -0.752 0.818
"37" -0.844 0.797
"38" -0.435 0.724
"39" -0.699 0.818
"40" 1.45 0.687
"41" 1.157 0.667
"42" 0.057 0.829
"43" 0.81 0.702
"44" -0.007 0.627
"45" -0.197 0.937
"46" 0.042 0.609
"47" 0.719 0.733
"48" -0.646 0.846
"49" -0.74 0.826
"50" 1.378 0.616
"51" -1.143 0.75
"52" 0.146 0.634
"53" 1.836 0.734
"54" 0.978 0.651
"55" -0.745 0.814
"56" -1.004 0.765
"57" -0.617 0.702
"58" -1.003 0.774
"59" -0.728 0.688
"60" -0.779 0.811
"61" 1.324 0.715
"62" -0.692 0.821
"63" 1.536 0.704
"64" -0.038 0.687
"65" 0.866 0.765
"66" -1.166 0.74
"67" 0.179 0.648
"68" -0.885 0.792
"69" -0.735 0.808
"70" -1.146 0.742
"71" 0.632 0.781
"72" -0.4 0.894
"73" 1.43 0.782
"74" -0.879 0.791
"75" 0.938 0.647
"76" 2.291 0.643
"77" 0.673 0.917
"78" -0.886 0.791
"79" -0.984 0.769
"80" 1.158 0.61
"81" -0.815 0.8
"82" -0.564 0.86
"83" 1.408 0.726
"84" -1.105 0.747
"85" 0.302 0.848
"86" -1.128 0.75
"87" -1.031 0.768
"88" 1.944 0.667
"89" -0.67 0.839
"90" -0.347 0.738
"91" -0.63 0.839
"92" -0.507 0.869
"93" 0.641 0.699
"94" 0.144 0.822
"95" -0.93 0.786
"96" -1.107 0.752
"97" -0.932 0.783
"98" 0.719 0.734
"99" -0.841 0.801
"100" -0.277 0.754
"101" -0.628 0.7
"102" -0.623 0.84
"103" 0.269 0.709
"104" -0.8 0.806
"105" 1.073 0.778
"106" -0.897 0.792
"107" 1.435 0.754
