"est" "sem"
"1" 0.207 0.724
"2" -0.516 0.721
"3" -0.75 0.828
"4" -0.665 0.85
"5" -0.878 0.79
"6" 0.107 0.73
"7" 0.692 0.817
"8" -0.894 0.803
"9" -1.031 0.763
"10" -1.052 0.764
"11" -1.007 0.759
"12" -0.865 0.797
"13" -0.235 0.764
"14" 1.583 0.742
"15" -1.282 0.72
"16" -0.333 0.758
"17" 0.086 0.817
"18" 0.98 0.796
"19" -1.093 0.753
"20" 1.781 0.692
"21" 0.35 0.887
"22" -1.012 0.766
"23" -0.858 0.807
"24" -0.44 0.899
"25" -1.082 0.754
"26" -0.962 0.78
"27" -1 0.777
"28" -0.598 0.701
"29" -0.877 0.663
"30" 0.371 0.777
"31" -0.791 0.809
"32" -0.092 0.785
"33" 0.502 0.788
"34" 1.543 0.719
"35" -0.181 0.786
"36" -1.189 0.734
"37" -1.295 0.715
"38" 1.206 0.702
"39" -1.155 0.746
"40" 1.097 0.607
"41" 0.151 0.702
"42" -0.729 0.822
"43" -0.493 0.726
"44" 0.074 0.836
"45" 0.394 0.912
"46" -0.196 0.785
"47" -0.862 0.791
"48" -1.039 0.76
"49" 1.375 0.729
"50" -0.808 0.812
"51" -1.165 0.744
"52" -0.37 0.747
"53" -0.391 0.912
"54" 0.722 0.845
"55" -0.697 0.825
"56" 1.329 0.748
"57" -1.13 0.749
"58" 0.062 0.836
"59" 0.24 0.75
"60" -0.619 0.613
"61" 0.847 0.635
"62" 0.484 0.908
"63" 1.48 0.722
"64" -0.717 0.83
"65" 0.03 0.673
"66" 1.255 0.758
"67" 0.583 0.704
"68" 0.794 0.746
"69" 1.775 0.722
"70" 1.149 0.857
"71" 1.766 0.685
"72" -1.175 0.739
"73" 0.016 0.804
"74" -0.803 0.806
"75" -0.761 0.818
"76" -0.104 0.803
"77" 0.774 0.842
"78" -0.243 0.668
"79" -1.073 0.752
"80" -1.19 0.744
"81" 1.335 0.756
"82" -0.289 0.779
"83" 1.28 0.752
"84" 0.376 0.746
"85" 0.981 0.796
"86" -0.819 0.811
"87" -1.285 0.722
"88" 0.444 0.784
"89" -1.038 0.769
"90" -0.461 0.72
"91" 0.971 0.796
"92" 1.48 0.723
"93" -1.116 0.752
"94" -1.16 0.744
"95" -1.032 0.773
"96" -0.883 0.801
"97" -0.424 0.744
"98" 0.991 0.676
"99" -0.574 0.845
"100" 0.35 0.737
"101" -0.991 0.771
"102" 1.695 0.673
"103" -0.986 0.777
"104" 1.291 0.653
"105" -0.859 0.795
"106" -0.298 0.753
"107" -0.184 0.773
"108" 0.278 0.741
"109" -0.733 0.82
"110" 0.719 0.606
"111" 1.149 0.67
"112" -0.245 0.667
"113" -0.586 0.706
"114" 1.704 0.711
"115" -0.811 0.797
"116" -0.316 0.752
"117" -1.184 0.737
"118" 0.553 0.691
"119" 0.134 0.721
"120" -1.068 0.761
"121" 0.727 0.6
"122" -1.356 0.71
"123" 1.834 0.683
"124" -1.001 0.652
"125" 1.114 0.673
"126" -1.178 0.741
"127" 0.513 0.782
"128" -0.783 0.686
"129" -0.466 0.878
"130" -0.387 0.746
"131" -0.7 0.825
"132" -0.832 0.809
"133" -0.892 0.788
"134" 1.313 0.677
"135" -0.416 0.731
"136" 0.836 0.742
"137" 1.055 0.62
"138" -1.03 0.757
"139" 1.256 0.755
"140" 0.444 0.779
"141" -0.648 0.851
"142" -0.186 0.759
"143" 1.123 0.654
"144" 1.074 0.743
"145" -1.278 0.715
"146" -1.062 0.761
"147" -0.369 0.748
"148" -0.023 0.798
"149" 0.97 0.797
"150" 0.715 0.784
"151" 1.416 0.728
"152" -0.758 0.815
"153" -0.991 0.766
"154" 1.211 0.669
"155" -0.898 0.802
"156" -0.268 0.663
"157" 0.807 0.842
"158" 1.668 0.692
"159" -0.771 0.816
"160" -0.919 0.658
"161" 0.697 0.662
"162" 0.973 0.817
"163" -1.26 0.723
"164" -0.884 0.795
"165" -0.522 0.721
"166" 0.447 0.702
"167" -1.005 0.764
