"est" "sem"
"1" 0.945 0.703
"2" 0.251 0.742
"3" 0.254 0.819
"4" 1.276 0.802
"5" 1.138 0.679
"6" -0.353 0.751
"7" 0.612 0.709
"8" -0.685 0.829
"9" -0.484 0.864
"10" 1.006 0.796
"11" -0.953 0.777
"12" 0.505 0.781
"13" -0.08 0.758
"14" -0.942 0.788
"15" 0.853 0.67
"16" -0.668 0.836
"17" 0.025 0.702
"18" 0.64 0.706
"19" -0.848 0.797
"20" -0.463 0.722
"21" 2.1 0.648
"22" 0.953 0.686
"23" 1.04 0.728
"24" -1.025 0.764
"25" 0.115 0.804
"26" -0.2 0.928
"27" 0.437 0.752
"28" -0.377 0.721
"29" 0.685 0.72
"30" -1.054 0.762
"31" -0.826 0.795
"32" 1.439 0.862
"33" 0.504 0.731
"34" 1.215 0.596
"35" 1.618 0.679
"36" 0.71 0.71
"37" -0.774 0.81
"38" 0.5 0.792
"39" 1.525 0.704
"40" -1.337 0.709
"41" 0.358 0.743
"42" -0.628 0.84
"43" 0.897 0.796
"44" -1.224 0.73
"45" 0.196 0.741
"46" 1.26 0.761
"47" 1.068 0.761
"48" -0.93 0.778
"49" -0.686 0.828
"50" -0.152 0.683
"51" -0.739 0.804
"52" -0.574 0.706
"53" -1.158 0.744
"54" -0.725 0.819
"55" -0.895 0.793
"56" -1.01 0.769
"57" -0.545 0.71
"58" -0.448 0.895
"59" -0.69 0.821
"60" -0.848 0.794
"61" -0.739 0.822
"62" 0.102 0.815
"63" -0.467 0.879
"64" -1.158 0.739
"65" 1.123 0.753
"66" 1.577 0.747
"67" -0.986 0.777
"68" -1.073 0.755
"69" -0.715 0.821
"70" 0.712 0.697
"71" 0.123 0.729
"72" -0.789 0.815
"73" 0.532 0.679
"74" 0.662 0.789
"75" -0.532 0.849
"76" 0.567 0.691
"77" 0.883 0.837
"78" -0.72 0.689
"79" 0.104 0.695
"80" -0.405 0.883
"81" 0.928 0.716
"82" 1.004 0.758
"83" 0.397 0.753
"84" 0.32 0.747
"85" -0.191 0.77
"86" -0.657 0.826
"87" -0.71 0.83
"88" -1.103 0.749
"89" 0.971 0.733
"90" 2.173 0.666
"91" 0.319 0.735
"92" -1.097 0.749
"93" -0.789 0.82
"94" -0.869 0.788
"95" -0.717 0.807
"96" -0.952 0.778
"97" -0.436 0.731
"98" -0.087 0.779
"99" -0.947 0.769
"100" 0.376 0.679
"101" -1.009 0.764
"102" 0.367 0.739
"103" -0.62 0.843
"104" 1.581 0.758
"105" -0.2 0.766
"106" -0.091 0.787
"107" 0.229 0.855
"108" 0.912 0.755
"109" -0.729 0.821
"110" 0.857 0.843
"111" -1.2 0.732
"112" 0.952 0.849
"113" 0.054 0.699
"114" -0.867 0.784
"115" -0.261 0.769
"116" -0.22 0.92
"117" -0.853 0.798
"118" 0.48 0.725
"119" -0.818 0.804
"120" 0.102 0.685
"121" -0.582 0.856
"122" -0.251 0.758
"123" 0.384 0.735
"124" -1.17 0.734
"125" 0.513 0.699
"126" -0.904 0.783
"127" -0.091 0.783
"128" -0.306 0.741
"129" 0.671 0.764
"130" 1.231 0.612
"131" -0.155 0.941
"132" 0.295 0.659
"133" -0.713 0.83
"134" -0.291 0.902
"135" -0.47 0.741
"136" 0.028 0.713
"137" 0.844 0.658
"138" -1.134 0.748
"139" -0.444 0.736
"140" -0.04 0.803
"141" 0.06 0.775
"142" -0.574 0.863
"143" 0.995 0.634
"144" 0.626 0.781
"145" -0.328 0.734
"146" -0.601 0.849
"147" -0.729 0.815
"148" -0.454 0.865
"149" 1.512 0.685
"150" -0.877 0.792
"151" -0.724 0.82
"152" 0 0.776
"153" 1.248 0.789
"154" -0.026 0.684
"155" 0.783 0.735
"156" -0.131 0.675
"157" -0.307 0.754
"158" -0.767 0.818
"159" 0.068 0.627
"160" -0.776 0.818
"161" 0.529 0.748
"162" -0.684 0.849
"163" -0.664 0.835
"164" 1.089 0.657
"165" -0.85 0.794
"166" -0.627 0.838
"167" -0.311 0.736
"168" 0.462 0.612
"169" -1.17 0.742
"170" 0.742 0.651
"171" -0.675 0.832
"172" 1.558 0.684
"173" -0.228 0.762
"174" 0.212 0.843
"175" -0.607 0.835
"176" 0.693 0.644
"177" 1.176 0.647
"178" 0.638 0.77
"179" 0.041 0.791
"180" 0.201 0.826
"181" -0.291 0.902
"182" -0.524 0.709
"183" -1.249 0.727
"184" -1.129 0.742
"185" -0.118 0.957
"186" -0.965 0.781
"187" -0.524 0.706
"188" -0.938 0.775
"189" -0.526 0.855
"190" -0.112 0.793
"191" 0.042 0.71
"192" -0.35 0.741
"193" -0.588 0.833
"194" -0.456 0.724
"195" -0.452 0.891
"196" -1.24 0.728
"197" -0.372 0.741
"198" -0.427 0.876
"199" -0.791 0.804
"200" -1.245 0.72
"201" 0.682 0.685
"202" -0.62 0.855
"203" 0.17 0.734
"204" 0.687 0.607
"205" -0.679 0.829
"206" 1.458 0.659
"207" -0.171 0.936
"208" 0.426 0.758
"209" 0.196 0.635
"210" -0.816 0.804
"211" 0.932 0.671
"212" -0.51 0.873
"213" -0.855 0.793
"214" -0.397 0.911
"215" -0.577 0.837
"216" 1.877 0.755
"217" -0.553 0.689
"218" 0.516 0.874
"219" -0.756 0.823
"220" 0.507 0.693
"221" 1.56 0.703
"222" -0.98 0.777
"223" -0.526 0.857
"224" 1.064 0.718
"225" -0.993 0.776
"226" -0.133 0.772
"227" 0.944 0.798
"228" -0.357 0.739
"229" -0.003 0.774
"230" -0.994 0.765
"231" 0.531 0.766
"232" -1.062 0.753
"233" 1.947 0.721
"234" 0.276 0.725
"235" -0.967 0.785
"236" 1.112 0.728
"237" 1.46 0.728
"238" -1.172 0.746
"239" -0.733 0.814
"240" 1.427 0.748
"241" 0.719 0.801
"242" -1.115 0.746
"243" -0.396 0.746
"244" -0.568 0.7
"245" 0.133 0.813
"246" 0.252 0.743
"247" -0.406 0.899
"248" -1.23 0.725
"249" 0.428 0.764
"250" -0.954 0.767
"251" -0.897 0.787
"252" -0.245 0.767
"253" -0.075 0.793
"254" -0.164 0.772
"255" 0.353 0.727
"256" -0.831 0.795
"257" 1.568 0.748
"258" -0.131 0.779
"259" -0.903 0.786
"260" -0.479 0.856
"261" -0.847 0.797
"262" -0.547 0.844
"263" 0.127 0.64
"264" 1.438 0.625
"265" -0.854 0.797
"266" 1.763 0.772
"267" -0.821 0.808
"268" 0.215 0.735
"269" 1.093 0.622
"270" 0.067 0.812
"271" 0.243 0.828
"272" 0.564 0.705
"273" 1.237 0.755
"274" -0.9 0.786
"275" 1.617 0.758
"276" 1.558 0.755
"277" 0.198 0.802
"278" 0.768 0.633
"279" -0.252 0.746
"280" -0.43 0.867
"281" -0.383 0.743
"282" 1.459 0.622
"283" -0.814 0.814
"284" 1.133 0.79
"285" 1.741 0.675
"286" -1.257 0.729
"287" -1.13 0.745
"288" -0.653 0.834
"289" 0.85 0.66
"290" 1.045 0.703
"291" -0.616 0.831
"292" -0.522 0.87
"293" -0.136 0.788
"294" -0.927 0.776
"295" 0.438 0.748
"296" 0.861 0.842
"297" -0.702 0.821
"298" 0.818 0.733
"299" -0.864 0.797
"300" 0.118 0.813
"301" -0.275 0.754
"302" 1.936 0.737
"303" 0.652 0.715
"304" -0.688 0.809
"305" 1.169 0.789
"306" -1.144 0.739
"307" -0.606 0.615
"308" -0.077 0.696
"309" 0.075 0.717
"310" -0.132 0.789
"311" 0.754 0.715
"312" 0.813 0.667
"313" 0.034 0.704
"314" 0.007 0.836
"315" -1.077 0.76
"316" 0.933 0.629
"317" 1.562 0.758
"318" -0.888 0.8
"319" -0.804 0.802
"320" 1.084 0.789
"321" -0.24 0.929
"322" -0.724 0.678
"323" -0.708 0.823
"324" -0.79 0.799
"325" -0.113 0.769
"326" 1.797 0.724
"327" 0.564 0.68
"328" -0.435 0.744
"329" -0.863 0.793
"330" 0.015 0.808
"331" -0.468 0.864
"332" -0.09 0.611
"333" 0.593 0.781
"334" 1.463 0.657
"335" 1.019 0.793
"336" -0.887 0.791
"337" -0.81 0.812
"338" 0.307 0.757
"339" -1.109 0.752
"340" -0.6 0.856
"341" -0.217 0.763
"342" 0.652 0.808
"343" -0.733 0.814
"344" 0.612 0.893
"345" -1.074 0.75
"346" 1.291 0.748
"347" -0.821 0.799
"348" 1.593 0.706
"349" -1.244 0.728
"350" -0.585 0.855
"351" -0.104 0.799
"352" -1.029 0.766
"353" -0.087 0.686
"354" 1.214 0.787
"355" 0.354 0.661
"356" 0.444 0.878
"357" 0.327 0.747
"358" 1.563 0.717
"359" -1.057 0.764
"360" -0.615 0.838
"361" -0.746 0.804
"362" -1.181 0.733
"363" -0.266 0.912
"364" -0.759 0.674
"365" 0.822 0.769
"366" -1.121 0.744
"367" -0.387 0.748
"368" 0.439 0.861
"369" -0.592 0.855
"370" 0.86 0.707
"371" -0.591 0.851
"372" -0.596 0.853
"373" -0.805 0.805
"374" -0.055 0.783
"375" -0.326 0.746
"376" 0.18 0.714
"377" -0.817 0.8
"378" 1.459 0.694
"379" -0.624 0.848
"380" -0.821 0.806
"381" -0.833 0.807
"382" -0.822 0.797
"383" -0.839 0.793
"384" -1.024 0.758
"385" -0.462 0.724
"386" 0.039 0.815
"387" -0.05 0.686
"388" 1.519 0.809
"389" -0.015 0.79
"390" -0.755 0.813
"391" -1.058 0.762
"392" -0.181 0.783
"393" 1.12 0.643
"394" 0.957 0.848
"395" -1.062 0.756
"396" -0.91 0.786
"397" -0.585 0.699
"398" 0.572 0.772
"399" -0.784 0.794
"400" -0.143 0.587
"401" -0.662 0.833
"402" 0.792 0.667
"403" 2.104 0.666
"404" -0.891 0.786
"405" 1.91 0.641
"406" -0.686 0.825
"407" -0.241 0.775
"408" 0.761 0.737
"409" 0.495 0.677
"410" -1.264 0.721
"411" -1.251 0.729
"412" -0.684 0.843
"413" -1.127 0.75
"414" -1.232 0.731
"415" -0.79 0.803
"416" 2.246 0.679
"417" -0.53 0.711
"418" -0.86 0.796
"419" -0.186 0.668
"420" 0.816 0.84
"421" 0.364 0.756
"422" 1.633 0.699
"423" 0.877 0.645
"424" -1.046 0.757
"425" 0.775 0.635
"426" -0.676 0.833
"427" -0.85 0.798
"428" 0.923 0.701
"429" 2.062 0.669
"430" 0.729 0.845
"431" -0.725 0.824
"432" -0.288 0.759
"433" -0.386 0.892
"434" 2.176 0.604
"435" 1.332 0.712
"436" -0.478 0.72
"437" -0.845 0.801
"438" 0.355 0.742
"439" -0.087 0.772
"440" 0.626 0.817
"441" -0.353 0.737
"442" -0.768 0.818
"443" 1.572 0.765
"444" -0.962 0.78
"445" -0.399 0.911
"446" -1.028 0.766
"447" -0.446 0.895
"448" -0.868 0.792
"449" 2.368 0.641
"450" 0.323 0.65
"451" 1.698 0.727
"452" -0.394 0.742
"453" 1.569 0.664
"454" -0.381 0.75
"455" -0.698 0.696
"456" 0.117 0.839
"457" -0.894 0.787
"458" -0.999 0.767
"459" -0.621 0.846
"460" -0.649 0.835
"461" -0.01 0.685
"462" 0.838 0.714
"463" -0.515 0.86
"464" 1.311 0.76
"465" -0.576 0.838
"466" 0.053 0.786
"467" -0.39 0.636
"468" -0.084 0.758
"469" -0.504 0.706
"470" -0.317 0.758
"471" -0.298 0.779
"472" 0.794 0.724
"473" -0.482 0.877
"474" -1.228 0.728
"475" 0.068 0.694
"476" -0.632 0.833
"477" -0.344 0.744
"478" -0.556 0.854
"479" 0.189 0.833
"480" -1.111 0.752
"481" -1.15 0.745
"482" 1.204 0.675
"483" 1.697 0.734
"484" -0.786 0.807
"485" 1.596 0.737
"486" -0.583 0.848
"487" -0.202 0.752
"488" 0.386 0.744
"489" -0.816 0.672
"490" -0.38 0.885
"491" -0.959 0.77
"492" -0.694 0.827
"493" -0.657 0.825
"494" -0.903 0.782
"495" 0.168 0.828
"496" 0.972 0.725
"497" 1.405 0.804
"498" -0.728 0.809
"499" -0.722 0.823
"500" 1.069 0.689
"501" 0.212 0.835
"502" -0.954 0.781
"503" -0.635 0.83
"504" -0.93 0.778
"505" -0.826 0.794
"506" -0.746 0.805
"507" 1.021 0.738
"508" 0.436 0.651
"509" -0.439 0.73
"510" 1.381 0.863
"511" 0.492 0.78
"512" 1.901 0.728
"513" -0.794 0.801
"514" -0.651 0.697
"515" -0.065 0.678
"516" -0.918 0.789
"517" -0.429 0.724
"518" 2.204 0.625
"519" -0.483 0.722
"520" -0.481 0.727
"521" 1.058 0.811
"522" 0.256 0.852
"523" 1.807 0.745
"524" -1.055 0.758
"525" -0.899 0.78
"526" -1.23 0.726
"527" 1.179 0.788
"528" 1.393 0.714
"529" -0.781 0.81
"530" -0.153 0.666
"531" 0.959 0.847
"532" -0.538 0.711
"533" 1.074 0.791
"534" -0.712 0.846
"535" 1.346 0.656
"536" -0.904 0.793
"537" 0.631 0.796
"538" -0.265 0.768
"539" 1.107 0.791
"540" -1.16 0.738
"541" -0.864 0.795
"542" 0.034 0.698
"543" 0.133 0.831
"544" 1.56 0.799
"545" -0.342 0.748
"546" -0.323 0.727
"547" -0.937 0.779
"548" -0.519 0.714
"549" -0.325 0.745
"550" -0.701 0.829
"551" -1.208 0.729
"552" -0.867 0.799
"553" -0.555 0.855
"554" -0.662 0.817
"555" -0.622 0.691
"556" 1.207 0.606
"557" -0.879 0.789
"558" 0.882 0.718
"559" 0.612 0.807
"560" 0.134 0.809
