"est" "sem"
"1" 1.325 0.728
"2" 0.832 0.593
"3" 0.814 0.665
"4" -0.59 0.858
"5" 0.969 0.782
"6" 0.104 0.841
"7" -0.009 0.996
"8" -0.073 0.793
"9" -0.009 0.996
"10" -0.728 0.831
"11" 0.854 0.754
"12" 0.731 0.729
"13" 0.568 0.787
"14" 1.306 0.812
"15" -0.833 0.81
"16" -0.445 0.731
"17" -0.694 0.834
"18" 0.611 0.705
"19" -0.471 0.877
"20" -0.876 0.801
"21" -1.096 0.755
"22" -0.471 0.74
"23" -1.03 0.765
"24" -1.091 0.755
"25" -1.065 0.768
"26" 0.614 0.696
"27" 0.712 0.732
"28" 0.312 0.652
"29" -0.767 0.817
"30" -0.285 0.779
"31" 2.207 0.664
"32" -0.134 0.948
"33" -1.317 0.714
"34" 0.951 0.79
"35" -0.689 0.82
"36" 0.07 0.701
"37" -0.663 0.837
"38" -0.794 0.797
"39" -0.847 0.801
"40" 0.916 0.703
"41" -0.828 0.801
"42" -0.453 0.74
"43" 0.768 0.714
"44" 0.963 0.712
"45" -1.331 0.71
"46" 1.007 0.611
"47" -0.172 0.936
"48" 0.463 0.768
"49" 0.87 0.706
"50" -0.818 0.81
"51" -0.036 0.803
"52" -0.886 0.797
"53" 0.431 0.76
"54" -0.36 0.914
"55" -0.668 0.845
"56" 0.842 0.838
"57" -0.877 0.791
"58" -0.316 0.751
"59" -0.706 0.826
"60" 0.073 0.819
"61" -0.581 0.707
"62" -0.726 0.823
"63" -0.22 0.762
"64" -0.851 0.793
"65" -0.938 0.774
"66" -0.645 0.852
"67" -0.692 0.693
"68" -0.767 0.806
"69" -0.05 0.779
"70" -1.012 0.764
"71" -0.489 0.739
"72" -0.021 0.692
"73" -0.412 0.742
"74" 0.009 0.691
"75" -0.753 0.82
"76" -0.973 0.767
"77" 1.282 0.735
"78" 0.147 0.819
"79" -1.127 0.744
"80" -0.214 0.676
"81" -0.84 0.799
"82" 0.794 0.669
"83" -0.096 0.803
"84" -0.483 0.887
"85" -0.544 0.862
"86" 0.732 0.737
"87" 0.372 0.876
"88" -1.164 0.746
"89" 0.699 0.832
"90" -0.687 0.827
"91" -0.667 0.7
"92" -1.044 0.764
"93" -0.535 0.859
"94" 1.291 0.734
"95" -0.226 0.757
"96" -0.924 0.778
"97" 1.555 0.662
"98" -0.734 0.82
"99" 1.796 0.738
"100" 0.599 0.719
"101" 0.204 0.845
"102" -0.993 0.772
"103" 0.023 0.823
"104" 0.759 0.843
"105" -0.619 0.841
"106" -0.607 0.856
"107" -1.047 0.756
"108" -0.39 0.735
"109" 0.622 0.732
"110" 1.806 0.779
"111" -0.481 0.729
"112" -0.723 0.829
"113" 0.924 0.794
"114" 0.01 0.807
"115" 0.142 0.721
"116" 0.686 0.835
"117" -0.895 0.791
"118" -1.014 0.771
"119" -1.031 0.768
"120" -0.575 0.847
"121" 1.198 0.757
"122" -0.882 0.79
"123" -0.589 0.848
"124" -0.339 0.74
"125" -1.099 0.751
"126" -0.766 0.826
"127" 0.652 0.734
"128" 1.346 0.69
"129" -0.658 0.844
"130" -0.394 0.912
"131" -0.371 0.745
"132" -0.396 0.91
"133" 1.145 0.683
"134" -0.985 0.775
"135" 0.977 0.768
"136" -1.062 0.76
"137" -0.916 0.792
"138" 0.644 0.805
"139" -0.934 0.777
"140" 0.941 0.799
"141" 0.056 0.836
"142" 0.475 0.668
"143" -1.023 0.765
"144" -0.471 0.878
"145" -0.144 0.783
"146" 0.662 0.809
"147" 0.675 0.834
"148" 0.22 0.84
"149" 0.45 0.745
"150" 0.066 0.799
"151" 0.093 0.836
"152" 1.693 0.722
"153" -0.734 0.831
"154" 0.965 0.797
"155" 0.827 0.819
"156" -1.065 0.762
"157" -1.377 0.703
"158" 0.462 0.764
"159" 1.563 0.693
"160" 0.802 0.741
"161" 0.496 0.756
"162" -0.884 0.789
"163" -0.753 0.818
"164" 0.88 0.745
"165" -0.564 0.862
"166" 0.472 0.779
"167" -0.464 0.883
"168" -0.95 0.782
"169" 0.842 0.692
"170" 0.977 0.756
"171" -0.575 0.855
"172" -0.977 0.777
"173" -0.373 0.883
"174" 1.024 0.854
"175" 2.145 0.733
"176" 1.001 0.794
"177" -1.063 0.756
"178" 2.19 0.673
"179" -1.141 0.747
"180" -0.586 0.852
"181" -0.722 0.691
"182" 1.232 0.717
"183" -0.65 0.705
"184" 2.362 0.68
"185" 1.484 0.702
"186" -0.223 0.932
"187" 0.709 0.726
"188" -0.112 0.684
"189" 0.073 0.836
"190" -0.969 0.767
"191" -1.077 0.758
"192" -0.908 0.795
"193" -0.467 0.879
"194" -0.543 0.716
"195" 0.031 0.706
"196" 0.211 0.641
"197" -0.92 0.796
"198" -0.643 0.845
"199" 1.072 0.791
"200" -0.643 0.839
"201" 1.013 0.848
"202" 0.804 0.613
"203" -1.003 0.772
"204" -1.119 0.751
"205" -0.656 0.845
"206" 0.325 0.868
"207" 0.289 0.863
"208" -0.715 0.684
"209" -0.452 0.883
"210" 0.682 0.816
"211" -0.319 0.91
"212" 1.047 0.68
"213" -0.733 0.819
"214" -0.543 0.867
"215" 0.956 0.75
"216" 0.795 0.707
"217" 1.178 0.656
"218" -0.067 0.971
"219" 0.978 0.782
"220" 0.91 0.767
"221" 1.013 0.772
"222" -1.123 0.752
"223" -0.735 0.829
"224" 0.349 0.733
"225" -0.782 0.816
"226" 0.425 0.875
"227" -0.462 0.875
"228" -0.687 0.828
"229" 0.981 0.733
"230" 1.178 0.756
"231" -0.713 0.835
"232" -0.664 0.708
"233" -0.019 0.991
"234" -0.069 0.803
"235" 0.264 0.755
"236" 0.561 0.697
"237" -1.012 0.769
"238" 0.308 0.866
"239" -0.808 0.805
"240" -0.602 0.848
"241" -0.635 0.834
"242" -0.154 0.784
"243" -0.503 0.875
"244" -0.802 0.801
"245" 1.675 0.765
"246" 1.46 0.722
"247" 0.587 0.797
"248" -0.737 0.822
"249" 0.965 0.795
"250" -0.93 0.786
"251" 0.577 0.793
"252" -0.775 0.819
"253" -0.203 0.771
"254" -0.839 0.803
"255" 0.761 0.715
"256" -0.198 0.774
"257" -0.525 0.718
"258" -0.012 0.689
"259" 0.508 0.781
"260" 1.54 0.731
"261" 0.165 0.806
"262" -0.899 0.798
"263" -0.737 0.83
"264" 0.513 0.766
"265" 0.655 0.652
"266" 0.314 0.838
"267" 0.529 0.897
"268" -0.752 0.829
"269" 0.287 0.728
"270" 0.466 0.779
"271" -1.159 0.746
"272" 1.27 0.808
