"est" "sem"
"1" -0.803 0.809
"2" 1.34 0.718
"3" 0.158 0.824
"4" -0.717 0.691
"5" 0.011 0.686
"6" -0.881 0.777
"7" -0.707 0.7
"8" 0.206 0.704
"9" 1.495 0.706
"10" 2.243 0.674
"11" -1 0.77
"12" 0.933 0.78
"13" 0.379 0.669
"14" -0.766 0.813
"15" -0.912 0.788
"16" -0.72 0.834
"17" 0.845 0.714
"18" -1.116 0.744
"19" -0.836 0.803
"20" -0.95 0.771
"21" -0.369 0.89
"22" 0.079 0.713
"23" -1.295 0.721
"24" -1.31 0.712
"25" -0.94 0.781
"26" -1.238 0.735
"27" 1.102 0.68
"28" 1.187 0.844
"29" 0.082 0.817
"30" -0.771 0.799
"31" 0.016 0.702
"32" 0.694 0.66
"33" 1.115 0.79
"34" -1.028 0.764
"35" -0.855 0.802
"36" -0.931 0.8
"37" 0.025 0.836
"38" -0.249 0.674
"39" -1.234 0.731
"40" 0.421 0.751
"41" 0.983 0.641
"42" 0.017 0.808
"43" -0.538 0.711
"44" -0.998 0.767
"45" 0.172 0.732
"46" 0.344 0.545
"47" 1.182 0.666
"48" -0.217 0.767
"49" 0.975 0.813
"50" 1.394 0.593
"51" -0.797 0.806
"52" -0.33 0.762
"53" -0.331 0.754
"54" 1.056 0.707
"55" -0.981 0.771
"56" 2.194 0.691
"57" 0.709 0.708
"58" -0.957 0.778
"59" -0.684 0.829
"60" 1.054 0.699
"61" -0.737 0.81
"62" -0.728 0.829
"63" -1.268 0.725
"64" 1.531 0.711
"65" -0.878 0.793
"66" 1.843 0.702
"67" 1.037 0.63
"68" -0.028 0.831
"69" -0.752 0.812
"70" 0.579 0.759
"71" -0.101 0.961
"72" 1.111 0.727
"73" 0.324 0.582
"74" 1.146 0.673
"75" 0.844 0.702
"76" -1.163 0.74
"77" -0.209 0.688
"78" -0.262 0.764
"79" -1.196 0.739
"80" 0.56 0.683
"81" 1.313 0.733
"82" -0.836 0.794
"83" 0.204 0.833
"84" -1.164 0.733
"85" -0.849 0.8
"86" -1.124 0.745
"87" -0.39 0.736
"88" 0.738 0.734
"89" -1.24 0.731
"90" 0.694 0.716
"91" 0.592 0.612
"92" 1.119 0.709
"93" 0.834 0.725
"94" 0.22 0.721
"95" -0.787 0.806
"96" 1.557 0.713
"97" -0.803 0.674
"98" -0.894 0.782
"99" 0.876 0.628
"100" -1.093 0.755
"101" -0.082 0.789
"102" -1.122 0.748
"103" 1.634 0.65
"104" -0.533 0.725
"105" 0.071 0.812
"106" 1.466 0.648
"107" 1.241 0.697
"108" -1.053 0.756
"109" -1.258 0.728
"110" -0.704 0.825
"111" -0.973 0.768
"112" 1.594 0.641
"113" 1.23 0.668
"114" -1.194 0.738
"115" -0.706 0.691
"116" 0.883 0.723
"117" 1.141 0.711
"118" -0.908 0.791
"119" -0.878 0.798
"120" -0.444 0.717
"121" 1.016 0.649
"122" 1.379 0.685
"123" 0.449 0.757
"124" -0.197 0.766
"125" 1.585 0.705
"126" -0.532 0.723
"127" -0.925 0.793
"128" 0.606 0.804
"129" 0.714 0.918
"130" -0.68 0.834
"131" -0.788 0.815
"132" -0.052 0.798
"133" 0.704 0.731
"134" -0.24 0.757
"135" -1.097 0.756
"136" -0.959 0.768
"137" -0.721 0.841
"138" 1.483 0.633
"139" 2.103 0.715
"140" -0.489 0.739
"141" -0.103 0.781
"142" 0.014 0.79
"143" -1.12 0.754
"144" 0.215 0.589
"145" 1.381 0.728
"146" 0.97 0.596
"147" -1.295 0.714
"148" -0.32 0.747
"149" -0.855 0.79
"150" -0.622 0.844
"151" -0.985 0.774
"152" -0.909 0.786
"153" -0.931 0.773
"154" -0.794 0.812
"155" 0.29 0.858
"156" -0.114 0.782
"157" -0.208 0.759
"158" 0.924 0.698
"159" 1.867 0.671
"160" -1.081 0.758
"161" -0.671 0.833
"162" -0.941 0.78
"163" -0.133 0.755
"164" 0.058 0.836
"165" -0.479 0.74
"166" 1.919 0.703
"167" -0.692 0.69
"168" 1.105 0.776
"169" 0.497 0.7
"170" 1.397 0.695
"171" 1.602 0.654
"172" 1.047 0.721
"173" -0.734 0.821
"174" -0.755 0.828
"175" -1.148 0.748
"176" 1.335 0.726
"177" -0.666 0.693
"178" -0.908 0.772
"179" 0.806 0.727
"180" 0.454 0.781
"181" -0.381 0.895
"182" -1.1 0.754
"183" -0.432 0.725
"184" 2.021 0.767
"185" -0.839 0.803
"186" -0.604 0.831
"187" 1.287 0.734
"188" -1.257 0.718
"189" -0.151 0.757
"190" 1.581 0.692
"191" -0.962 0.777
"192" 0.989 0.671
"193" 0.898 0.77
"194" -0.38 0.745
"195" -0.884 0.796
"196" -1.197 0.741
"197" -0.06 0.677
"198" 2.573 0.636
"199" -0.814 0.813
"200" 0.79 0.682
"201" 0.229 0.744
"202" -0.522 0.722
"203" -0.822 0.812
"204" -0.439 0.738
"205" 1.989 0.633
"206" 0.586 0.789
"207" 1.819 0.705
"208" 0.711 0.721
"209" -0.761 0.808
"210" -0.57 0.706
"211" -0.781 0.815
"212" -0.383 0.737
"213" -1.377 0.701
"214" 1.541 0.693
"215" 1.669 0.663
"216" -0.988 0.769
"217" -0.235 0.757
"218" -0.187 0.931
"219" 1.807 0.658
"220" -1.112 0.755
"221" -1.318 0.714
"222" -0.616 0.852
"223" -1.071 0.764
"224" 1.349 0.683
"225" -0.389 0.893
"226" 0.031 0.8
"227" -0.543 0.849
"228" -0.842 0.672
"229" -0.858 0.807
"230" 2.973 0.636
"231" -0.793 0.818
"232" -0.542 0.867
"233" 0.532 0.783
"234" 0.807 0.707
"235" -0.357 0.892
"236" -1.107 0.747
"237" -0.947 0.656
"238" 0.506 0.564
"239" -0.964 0.774
"240" 1.36 0.675
"241" -0.56 0.854
"242" 0.804 0.728
"243" -0.841 0.798
"244" -0.94 0.785
"245" 1.243 0.689
"246" 0.511 0.689
"247" 0.069 0.815
"248" -1.005 0.763
"249" -0.394 0.749
"250" 1.595 0.706
"251" -0.156 0.606
"252" -0.866 0.798
"253" 0.779 0.61
"254" 0.358 0.688
"255" -0.902 0.789
"256" -0.836 0.799
"257" -1.095 0.747
"258" -0.527 0.869
"259" -0.945 0.784
"260" -0.779 0.803
"261" 0.924 0.625
"262" -0.019 0.666
"263" 1.267 0.809
"264" 0.143 0.726
"265" -0.065 0.786
"266" -1.21 0.73
"267" -0.546 0.706
"268" -0.893 0.793
"269" 1.723 0.707
"270" -1.269 0.721
"271" 1.607 0.603
"272" -0.654 0.699
"273" -0.914 0.663
"274" 1.284 0.688
"275" -0.131 0.687
"276" -0.969 0.775
"277" 1.927 0.635
"278" 0.068 0.642
"279" -0.643 0.834
"280" 0.348 0.593
"281" -0.318 0.76
"282" 0.949 0.699
"283" -1.004 0.771
"284" 1.353 0.753
"285" -0.736 0.821
"286" 0.316 0.839
"287" -1.217 0.735
"288" -0.089 0.789
"289" -0.614 0.84
"290" -0.953 0.781
"291" 2.078 0.641
"292" -0.61 0.841
"293" -0.266 0.753
"294" -0.75 0.822
"295" -0.438 0.89
"296" 2.358 0.654
"297" 1.995 0.659
"298" -0.517 0.714
"299" -0.111 0.77
"300" -0.096 0.683
"301" -0.754 0.824
"302" 1.314 0.809
"303" 0.362 0.755
"304" -1.205 0.731
"305" 1.67 0.683
"306" -0.418 0.744
"307" 0.129 0.715
"308" -0.177 0.664
"309" 0.378 0.907
"310" 0.501 0.675
"311" 0.906 0.653
"312" 1.519 0.744
"313" 1.105 0.634
"314" -0.776 0.817
"315" -0.834 0.794
"316" -0.878 0.804
"317" 1.476 0.717
"318" 1.595 0.752
"319" -0.886 0.797
"320" -0.689 0.821
"321" 0.797 0.712
"322" -1.034 0.768
"323" 1.761 0.717
"324" -0.728 0.692
"325" -0.687 0.817
"326" -1.222 0.735
"327" -0.747 0.679
"328" -0.298 0.779
"329" -0.073 0.777
"330" 0.819 0.663
"331" -0.576 0.84
"332" 0.454 0.74
"333" -0.82 0.813
"334" -0.698 0.824
"335" 0.43 0.904
"336" -0.224 0.664
"337" -0.568 0.72
"338" 2.164 0.671
"339" -0.592 0.837
"340" -0.952 0.786
"341" 0.158 0.709
"342" 0.526 0.697
"343" -0.626 0.838
