"est" "sem"
"1" 0.02 0.617
"2" -0.554 0.841
"3" 2.617 0.609
"4" -1.18 0.733
"5" -0.372 0.731
"6" -1.117 0.749
"7" -0.614 0.846
"8" 2.762 0.615
"9" 0.724 0.815
"10" -0.598 0.848
"11" 1.427 0.751
"12" 0.134 0.81
"13" -0.556 0.701
"14" -0.865 0.801
"15" -1.256 0.728
"16" 0.566 0.715
"17" 0.442 0.904
"18" -0.175 0.676
"19" 1.328 0.723
"20" -0.222 0.765
"21" 0.392 0.751
"22" 1.246 0.609
"23" -0.763 0.824
"24" -0.939 0.767
"25" 0.29 0.777
"26" 0.849 0.736
"27" -0.792 0.808
"28" -0.2 0.757
"29" -0.113 0.958
"30" 1.549 0.762
"31" -0.636 0.833
"32" -1.021 0.766
"33" -0.95 0.774
"34" -0.631 0.853
"35" 0.996 0.601
"36" -0.933 0.784
"37" 0.539 0.611
"38" 1.134 0.671
"39" -1.065 0.759
"40" -0.059 0.676
"41" 0.671 0.774
"42" -0.508 0.871
"43" 0.831 0.838
"44" 0.537 0.665
"45" -0.731 0.83
"46" 0.147 0.71
"47" 1.584 0.721
"48" 1.586 0.809
"49" -0.086 0.669
"50" 2.181 0.67
"51" 1.153 0.783
"52" 0.768 0.713
"53" -1.123 0.742
"54" 2.491 0.605
"55" -0.227 0.742
"56" -0.831 0.812
"57" -0.769 0.818
"58" -1.046 0.764
"59" 0.108 0.693
"60" 0.136 0.705
"61" -0.788 0.794
"62" -1.014 0.765
"63" 1.417 0.725
"64" -0.9 0.791
"65" 1.437 0.732
"66" -0.964 0.776
"67" -0.876 0.791
"68" 0.302 0.838
"69" 0.332 0.873
"70" -0.449 0.726
"71" -0.765 0.802
"72" -1.019 0.765
"73" 0.22 0.738
"74" -1.022 0.768
"75" 1.43 0.75
"76" 0.91 0.713
"77" -0.048 0.781
"78" 1.253 0.707
"79" 0.035 0.679
"80" -1.241 0.729
"81" 0.952 0.755
"82" -1.541 0.677
"83" 0.847 0.709
"84" -0.11 0.796
"85" -0.808 0.801
"86" -0.989 0.771
"87" 1.044 0.748
"88" 2.075 0.608
"89" -1.078 0.759
"90" -1.076 0.762
"91" -0.224 0.763
"92" 1.503 0.653
"93" 0.797 0.674
"94" 1.833 0.738
"95" -0.462 0.865
"96" -0.11 0.773
"97" -0.764 0.817
"98" -0.69 0.822
"99" -1.026 0.761
"100" -0.216 0.747
"101" -0.365 0.743
"102" 0.232 0.71
"103" 0.522 0.696
"104" -0.738 0.804
"105" -1.168 0.737
"106" -0.606 0.821
"107" -1.002 0.772
"108" 0.682 0.839
"109" -1.276 0.725
"110" 1.205 0.64
"111" -0.641 0.847
"112" 0.274 0.841
"113" -1.119 0.741
