"est" "sem"
"1" -0.066 0.676
"2" 0.018 0.628
"3" -0.582 0.703
"4" -1.097 0.749
"5" -1.095 0.748
"6" 0.442 0.667
"7" -0.293 0.665
"8" -0.874 0.788
"9" -0.321 0.91
"10" 1.798 0.694
"11" 1.297 0.692
"12" 0.97 0.631
"13" 0.283 0.651
"14" -0.897 0.657
"15" 1.381 0.583
"16" -1.18 0.736
"17" 0.467 0.667
"18" -1.306 0.717
"19" -0.527 0.708
"20" -0.076 0.689
"21" -0.334 0.741
"22" -0.679 0.688
"23" -0.72 0.824
"24" 0.533 0.632
"25" 0.08 0.617
"26" 1.57 0.652
"27" -1.212 0.729
"28" 0.003 0.693
"29" -1.282 0.729
"30" 1.77 0.705
"31" 0.422 0.752
"32" -1.218 0.723
"33" -0.587 0.855
"34" -0.768 0.811
"35" 0.222 0.822
"36" 0.918 0.724
"37" 2.208 0.6
"38" -0.205 0.668
"39" -1.292 0.713
"40" 1.109 0.694
"41" -0.763 0.69
"42" -0.476 0.724
"43" 0.523 0.68
"44" -1.041 0.758
"45" -0.767 0.679
"46" -0.656 0.698
"47" -1.305 0.706
"48" 1.318 0.751
"49" 1.637 0.646
"50" 1.541 0.661
"51" -0.3 0.654
"52" -0.983 0.772
"53" -1.383 0.702
"54" 0.194 0.849
"55" 0.803 0.63
"56" -0.88 0.798
"57" 1.459 0.723
"58" -0.786 0.803
"59" 0.164 0.714
"60" 1.716 0.613
"61" -1.198 0.735
"62" -0.61 0.697
"63" -1.041 0.76
"64" -0.592 0.842
"65" -1.225 0.728
"66" 1.249 0.655
"67" -0.975 0.772
"68" 2.031 0.661
"69" 1.623 0.69
"70" 2.157 0.655
"71" 1.537 0.687
"72" 0.729 0.602
"73" -1.074 0.756
"74" -1.225 0.729
"75" -0.462 0.724
"76" 2.501 0.666
"77" -0.926 0.656
"78" -1.216 0.733
"79" 0.33 0.648
"80" 0.896 0.701
"81" -0.684 0.827
"82" 1.368 0.706
"83" 0.509 0.579
"84" 1.343 0.701
"85" 0.616 0.655
"86" 1.729 0.645
"87" -0.615 0.856
"88" -0.726 0.679
"89" 0.702 0.639
"90" -1.262 0.726
"91" 0.186 0.735
"92" -0.891 0.785
"93" -1.148 0.74
"94" 0.672 0.555
"95" -0.884 0.793
"96" 0.301 0.666
"97" 1.319 0.64
"98" 0.868 0.682
"99" -1.075 0.76
"100" 2.314 0.654
"101" 2.049 0.666
"102" -0.594 0.857
"103" 0.24 0.642
"104" -1.05 0.639
"105" -0.674 0.823
"106" 1.047 0.708
"107" 1.011 0.761
"108" -1.51 0.683
"109" 0.513 0.765
"110" -0.138 0.781
"111" -0.806 0.673
"112" 1.03 0.655
"113" 0.272 0.748
"114" 1.448 0.671
"115" 1.183 0.654
"116" 1.874 0.714
"117" -1.018 0.769
"118" -0.571 0.705
"119" -0.798 0.667
"120" 1.869 0.706
"121" -0.739 0.822
"122" 1.287 0.58
"123" -1.049 0.643
"124" -0.975 0.776
"125" 0.589 0.702
"126" 0.718 0.65
"127" -1.347 0.705
"128" 1.004 0.688
"129" -0.047 0.697
"130" -0.335 0.731
"131" -0.105 0.782
"132" -0.608 0.841
"133" -1.056 0.755
"134" -0.658 0.693
"135" -0.888 0.778
"136" 0.105 0.709
"137" -0.749 0.808
"138" 1.18 0.732
