2.067676,-0.029795,0.857696,0.835688,-0.444133,0.572875,2.426242,0.201904,-0.963261,-1.398586
0.461712,0.712590,3.572477,2.759380,-0.023662,-0.645912,4.269948,-0.736652,1.068130,2.055422
3.938394,3.772979,0.768721,2.379909,1.527184,0.277111,3.299068,-0.926443,2.677763,2.522076
-0.396138,4.403456,-0.103606,-1.564193,-0.801694,0.306882,-1.548698,-1.994283,-3.227701,-0.049318
-0.024082,4.108208,-3.463971,-1.571402,-0.169605,2.503004,0.188408,-0.929560,-0.056543,0.601599
-2.077215,2.107597,-0.134947,1.635111,1.366130,0.438501,-0.972294,3.155068,0.429112,1.013250
0.905688,-4.440318,0.013959,0.259824,4.906703,1.531815,0.880544,-0.829454,-3.273304,1.789285
0.068092,-2.382710,-3.094984,1.327145,-0.558095,-3.940985,1.471165,2.414625,-0.095390,-1.158753
-1.373642,-4.247658,-6.959369,4.437973,-2.909809,5.240462,-2.423554,2.623370,0.046029,1.164740
0.960987,2.065969,-5.123653,-4.648776,0.342106,-3.024050,1.618942,-0.707236,0.094619,-2.594420
0.563253,-3.158716,2.228740,-0.627323,2.744671,2.776418,-2.146416,0.112726,0.647658,4.087809
1.618787,-2.099872,0.093097,4.634077,-3.047219,0.769639,1.261507,1.258065,1.301461,-2.412236
-3.403901,0.984932,2.351222,2.046114,-0.311271,2.388098,0.364498,2.477598,0.327083,3.864399
-0.183149,1.131576,4.638339,-2.056593,-1.845365,3.249266,1.074671,2.223273,-1.759011,-0.806020
2.751770,0.288229,0.200069,0.913134,1.544702,-0.176436,0.116114,-1.724096,-2.637306,1.968402
-3.285690,2.346544,0.126738,-1.453489,0.089642,1.277940,-0.691368,0.732790,-1.707085,-0.499777
-0.138500,3.004041,1.447261,1.060389,2.928384,-0.395035,-2.132227,-0.429757,1.784850,1.382734
-0.517213,-1.288990,2.230135,-1.007894,-1.938062,-1.283879,3.164138,0.031183,0.175075,3.368781
-0.233101,1.433373,1.295508,-0.810851,1.943395,-0.571361,2.041365,-0.146718,-1.586154,-3.817417
-0.759949,-0.679559,-1.659164,-1.101007,0.709266,-2.407479,0.221425,-2.812603,-0.690091,1.853902
0.519202,-1.129863,1.061624,0.762358,0.794167,2.735018,-1.640163,2.560171,2.074798,1.168780
1.250019,-2.892648,-2.801429,4.820471,2.427738,-1.409766,-0.712850,0.618731,0.570530,-0.877149
4.614585,2.797733,1.243008,-5.456957,-1.164716,0.223170,2.542977,1.383695,-1.323075,1.158145
-1.417107,-1.576742,-2.557277,0.412223,1.447947,3.455589,-0.623334,-1.211075,2.901826,0.375435
5.991458,0.246656,-1.824415,-0.043527,-3.088555,0.862231,-0.116243,1.962363,1.716895,3.400971
0.441143,-4.529266,0.775928,-0.526763,-0.717014,-0.494533,0.165923,-1.594695,0.199646,4.482843
-2.921042,1.696272,-2.293768,-2.685775,-0.379837,-0.281997,0.373098,0.521745,0.648807,-3.545653
1.770568,-0.101374,-4.222311,2.972237,0.304854,-0.565300,-1.152508,-1.393061,-2.636916,4.003600
-1.672386,-1.615793,-2.227828,-0.103536,-0.164035,-0.934405,-2.223379,-6.649403,0.134848,0.849889
0.597515,-0.418767,0.141760,-0.916626,-0.065421,1.638730,-1.569754,-1.314690,0.960519,-2.863889
1.647389,1.033392,-1.699820,-1.083181,0.369559,-1.749126,-2.786091,-0.621359,0.740511,-2.071368
3.080540,4.740913,0.198476,-0.224430,-0.095636,-0.008043,-1.147405,2.262187,3.364780,2.393197
1.006750,0.079127,-2.539551,-2.463412,-0.553134,0.215942,-2.299186,2.632281,1.608723,-0.041243
-1.190199,3.206689,-3.293870,1.252526,-2.653795,0.642303,2.359463,1.635059,0.072168,0.740813
-2.616833,-5.476280,-1.021502,-1.474668,1.625332,-1.203863,2.871569,-2.493195,-1.941094,6.277859
-2.014906,-2.662852,0.164246,-0.019585,0.243669,1.087549,3.210087,-1.961535,1.118873,-3.965614
0.151548,-0.688224,2.203074,-0.314970,-0.207973,-0.533483,2.334626,-1.143206,-3.729050,0.292138
1.711057,-4.711735,-0.869827,0.172166,2.325605,-2.136861,-2.871195,0.452370,-1.651982,-3.861107
-1.250418,-0.301123,1.210991,0.625638,2.576237,-1.934010,0.797467,1.649537,-2.250338,2.773486
-0.834083,2.098782,-1.138608,0.434471,-1.437107,1.136467,1.951202,0.559208,-0.139421,0.016001
-1.730829,3.033560,-0.927066,-0.624380,1.419898,0.145456,1.871329,-0.189095,2.649540,3.458493
0.765853,0.359423,-0.601852,2.894621,1.872607,1.379470,-0.677328,2.115991,-0.071142,0.418167
-2.048845,1.591136,-1.093797,1.311246,-0.695727,0.185842,-0.692281,-2.641432,-1.317055,1.552796
0.534277,3.177764,2.081094,-0.775020,-1.315270,3.105207,-1.385188,-1.429321,1.888196,0.414665
0.159543,3.973734,2.861879,-3.004338,2.630335,-4.251096,0.062101,1.430585,2.351706,-0.013362
3.056914,2.348187,-0.385785,-2.056093,2.079459,-1.290464,1.975568,1.189612,3.969819,0.721234
1.491061,0.642592,2.438854,0.461507,-2.110956,-0.531158,0.252364,0.204440,0.731939,3.481508
