"est" "sem"
"1" 2.626 0.665
"2" -0.542 0.856
"3" -0.383 0.746
"4" -0.061 0.793
"5" 1.26 0.708
"6" -0.031 0.799
"7" 1.16 0.763
"8" -0.783 0.808
"9" -0.198 0.929
"10" -0.646 0.848
"11" -1.112 0.745
"12" 1.004 0.76
"13" -0.757 0.6
"14" -0.297 0.898
"15" 1.443 0.641
"16" -0.365 0.746
"17" -1.192 0.744
"18" 0.87 0.634
"19" -0.947 0.781
"20" -0.057 0.611
"21" 0.794 0.676
"22" 2.445 0.647
"23" -1.313 0.713
"24" 2.475 0.661
"25" -0.775 0.813
"26" -0.804 0.806
"27" 1.706 0.674
"28" 0.241 0.652
"29" 0.215 0.712
"30" 0.797 0.76
"31" -1.116 0.747
"32" -1.138 0.748
"33" 0.722 0.736
"34" -1.286 0.726
"35" 0.371 0.675
"36" -0.904 0.782
"37" -0.884 0.797
"38" -0.517 0.705
"39" 2.11 0.709
"40" 1.876 0.637
"41" -0.693 0.826
"42" 1.867 0.706
"43" 0.855 0.724
"44" 0.747 0.639
"45" 0.632 0.799
"46" -1.106 0.748
"47" 2.402 0.643
"48" -1.248 0.729
"49" -0.467 0.727
"50" 2.194 0.667
"51" -1.244 0.726
"52" 1.792 0.627
"53" 0.719 0.707
"54" 1.11 0.725
"55" -1.296 0.718
"56" 1.329 0.732
"57" -1.39 0.706
"58" 1.728 0.649
"59" 1.879 0.706
"60" 2.318 0.684
"61" -1.223 0.734
"62" 1.559 0.737
"63" -0.61 0.843
"64" -0.197 0.596
"65" -0.831 0.812
"66" -0.614 0.83
"67" -1.433 0.699
"68" 2.386 0.635
"69" -1.18 0.739
"70" -1.13 0.751
"71" 0.572 0.623
"72" 0.881 0.628
"73" -0.961 0.779
"74" 0.86 0.706
"75" -0.425 0.637
"76" 0.614 0.707
"77" -0.667 0.688
"78" -0.306 0.664
"79" 0.084 0.805
"80" -0.762 0.818
"81" -1.219 0.739
"82" -0.548 0.84
"83" -1.402 0.702
"84" 0.997 0.586
"85" 1.695 0.701
"86" -0.45 0.876
"87" 1.927 0.684
"88" -0.863 0.796
"89" 2.013 0.682
"90" -0.584 0.699
"91" -1.358 0.707
"92" -1.026 0.763
"93" -0.471 0.733
"94" -0.906 0.784
"95" -1.175 0.738
"96" 0.274 0.871
"97" 0.082 0.699
"98" 2.35 0.624
"99" -0.852 0.795
"100" -1.125 0.742
"101" -0.405 0.911
"102" 0.132 0.828
"103" 1.434 0.634
"104" -1.308 0.716
"105" -0.948 0.787
"106" 0.398 0.583
"107" -1.209 0.734
"108" 0.755 0.639
"109" -1.004 0.783
"110" -0.974 0.782
"111" -0.75 0.809
"112" 2.079 0.671
"113" -1.115 0.746
"114" 1.007 0.657
"115" 0.445 0.68
"116" -0.755 0.813
"117" 0.957 0.686
"118" 1.536 0.652
"119" -0.992 0.768
"120" -0.029 0.629
"121" 1.67 0.703
"122" 1.066 0.656
"123" 1.594 0.693
"124" -0.953 0.783
"125" 2.069 0.697
"126" 0.49 0.753
"127" -1.118 0.761
"128" -0.919 0.782
"129" 1.224 0.755
"130" -1.614 0.671
"131" -1.334 0.718
"132" -0.919 0.667
"133" -0.793 0.802
"134" -0.726 0.819
"135" -1.152 0.744
"136" -0.674 0.841
"137" -0.835 0.81
"138" 0.748 0.734
"139" -0.697 0.838
"140" -0.385 0.897
"141" -1.101 0.755
"142" -0.587 0.843
"143" -0.956 0.775
"144" -1.068 0.756
"145" -0.29 0.753
"146" -0.362 0.751
"147" -1.159 0.748
"148" -0.079 0.685
"149" -1.033 0.766
"150" -1.446 0.697
"151" 0.361 0.745
"152" 0.845 0.759
"153" 0.659 0.767
"154" -1.015 0.766
"155" -1.338 0.71
"156" -0.634 0.715
"157" -1.136 0.748
"158" -1.071 0.754
"159" 2.686 0.615
"160" -1.307 0.721
"161" -0.174 0.762
"162" -1.189 0.734
"163" 2.449 0.673
"164" -1.222 0.729
"165" -1.105 0.753
"166" 1.61 0.728
"167" -0.232 0.917
"168" -0.926 0.776
"169" 0.671 0.567
"170" -1.033 0.765
"171" 0.126 0.71
"172" -1.16 0.737
"173" -0.407 0.719
"174" -0.919 0.785
"175" -0.333 0.892
"176" 2.227 0.676
"177" 2.166 0.692
"178" -0.825 0.801
"179" -1.264 0.722
"180" -1.164 0.74
"181" -0.878 0.786
"182" 0.142 0.641
"183" 1.13 0.813
"184" -1.005 0.776
"185" 0.98 0.797
"186" -1.417 0.698
"187" -0.483 0.849
"188" -1.3 0.721
"189" -0.681 0.821
"190" 1.548 0.682
"191" 1.54 0.649
"192" -0.628 0.711
"193" 0.571 0.665
"194" -0.792 0.806
"195" -0.382 0.878
"196" 0.116 0.805
"197" -0.816 0.807
"198" -1.249 0.735
"199" -0.09 0.776
"200" 1.677 0.687
"201" -0.635 0.713
"202" 0.189 0.64
"203" -0.874 0.795
"204" 2.041 0.65
"205" -0.845 0.795
"206" 1.528 0.736
"207" -1.008 0.765
"208" -0.478 0.628
"209" 2.334 0.631
"210" -0.76 0.811
"211" 1.976 0.701
"212" -0.436 0.886
"213" 1.57 0.764
"214" 1.457 0.58
"215" -0.848 0.787
"216" -0.958 0.768
"217" 0.702 0.706
"218" -0.534 0.709
"219" -0.66 0.83
"220" -1.249 0.725
"221" -1.198 0.739
"222" 0.948 0.679
"223" -0.53 0.863
"224" 1.595 0.739
"225" -1.304 0.721
"226" -1.208 0.739
"227" -0.357 0.642
"228" 0.68 0.721
"229" 0.649 0.707
"230" -1.07 0.763
"231" -0.943 0.784
"232" -0.554 0.714
"233" -0.742 0.812
"234" 0.366 0.744
"235" -0.953 0.766
"236" -0.106 0.668
"237" -0.293 0.896
"238" -0.31 0.653
"239" -0.919 0.8
"240" -0.501 0.865
"241" -0.842 0.666
"242" 0.671 0.82
"243" -1.03 0.759
"244" 1.519 0.745
"245" -1.157 0.75
"246" 0.322 0.629
"247" -0.388 0.745
"248" 0.575 0.63
"249" 0.408 0.771
"250" -0.877 0.796
"251" 0.264 0.702
"252" -0.827 0.678
"253" -0.645 0.836
"254" -1.058 0.761
"255" -1.263 0.722
"256" -0.225 0.76
"257" -1.02 0.768
"258" -0.894 0.793
"259" -0.905 0.802
"260" -0.308 0.76
"261" -1.122 0.748
"262" 0.051 0.804
"263" 0.752 0.615
"264" -1.236 0.729
"265" 1.079 0.833
"266" -0.596 0.703
"267" 0.663 0.763
"268" 1.912 0.698
"269" -0.183 0.743
"270" -1.129 0.743
"271" 0.652 0.636
"272" -1.196 0.725
"273" -1.229 0.733
"274" -1.041 0.765
"275" -1.365 0.712
"276" -1.277 0.726
"277" -0.91 0.778
"278" 0.588 0.669
"279" -0.198 0.675
"280" -0.019 0.794
"281" 0.084 0.692
"282" -1.105 0.751
"283" -0.289 0.728
"284" 0.507 0.708
"285" -0.455 0.871
"286" -0.757 0.672
"287" -0.878 0.791
"288" -1.187 0.73
"289" 2.301 0.656
"290" -1.257 0.728
"291" 0.728 0.643
"292" -0.208 0.666
"293" -0.506 0.716
"294" -0.121 0.78
"295" 0.777 0.759
"296" -0.713 0.696
"297" 0.166 0.836
"298" -0.94 0.771
"299" 1.691 0.708
"300" 0.987 0.758
"301" -1.031 0.77
"302" -0.142 0.778
"303" 0.819 0.69
"304" 1.261 0.622
"305" 1.356 0.758
"306" -1.038 0.758
"307" 0.13 0.845
"308" -0.8 0.821
"309" -0.793 0.677
"310" -0.48 0.883
"311" -1.051 0.76
"312" 0.344 0.744
"313" 0.113 0.806
"314" -0.675 0.832
"315" -0.718 0.832
"316" -0.565 0.864
"317" 0.532 0.682
"318" 2.845 0.591
"319" -1.202 0.739
"320" -0.832 0.673
"321" -0.371 0.891
"322" -0.823 0.803
"323" -0.99 0.774
"324" -0.522 0.721
"325" -0.701 0.82
"326" 2.235 0.67
"327" -0.252 0.74
"328" 0.215 0.72
"329" -1.113 0.755
"330" 0.538 0.676
"331" -1.153 0.746
"332" -0.958 0.782
"333" -0.351 0.915
"334" -1.325 0.714
"335" -0.556 0.71
"336" 0.527 0.622
"337" -0.975 0.774
"338" 1.189 0.611
"339" 1.155 0.576
"340" -0.76 0.811
"341" 0.552 0.639
"342" -0.832 0.81
"343" 2.653 0.597
"344" -0.06 0.693
"345" -0.317 0.751
"346" 0.225 0.812
"347" -0.805 0.803
"348" -0.912 0.774
"349" -0.707 0.821
"350" -1.154 0.744
"351" 0.013 0.808
"352" -0.914 0.782
"353" -0.856 0.797
"354" 1.865 0.659
"355" 1.357 0.73
"356" -1.18 0.741
"357" -0.767 0.823
"358" -1.381 0.704
"359" 1.049 0.748
"360" -1.068 0.766
"361" -1.109 0.749
"362" 1.82 0.73
"363" 0.325 0.734
"364" 0.274 0.721
"365" -0.353 0.728
"366" -1.05 0.759
"367" -1.038 0.767
"368" 0.785 0.582
"369" 1.474 0.769
"370" 1.085 0.741
"371" 1.715 0.722
"372" -0.876 0.794
"373" 2.187 0.684
"374" -0.583 0.709
"375" 0.539 0.76
"376" 1.302 0.734
"377" -0.429 0.73
"378" 1.105 0.697
"379" 1.419 0.713
"380" -0.824 0.808
"381" 1.661 0.598
"382" 1.066 0.669
"383" -0.501 0.848
"384" -0.296 0.76
"385" -1.153 0.741
"386" -1.563 0.677
"387" 1.333 0.771
