"est" "sem"
"1" -0.977 0.766
"2" -0.46 0.728
"3" -0.231 0.753
"4" 0.482 0.678
"5" 1.839 0.733
"6" -0.248 0.751
"7" 0.441 0.673
"8" 1.656 0.739
"9" 1.823 0.74
"10" -0.019 0.784
"11" -1.103 0.745
"12" -0.073 0.97
"13" -1.071 0.763
"14" -0.937 0.783
"15" -0.771 0.794
"16" 0.051 0.791
"17" 1.383 0.678
"18" 0.685 0.769
"19" 1.665 0.683
"20" -0.969 0.778
"21" -0.306 0.753
"22" -0.034 0.796
"23" -0.13 0.766
"24" -0.781 0.807
"25" -0.471 0.722
"26" -0.954 0.77
"27" 2.131 0.654
"28" -0.028 0.809
"29" 0.192 0.843
"30" -0.476 0.714
"31" 0.908 0.676
"32" 0.086 0.628
"33" 1.917 0.716
"34" -0.893 0.797
"35" -0.984 0.76
"36" -0.809 0.806
"37" -1.049 0.757
"38" -0.369 0.718
"39" -0.59 0.848
"40" -0.496 0.719
"41" 1.116 0.675
"42" -0.6 0.848
"43" -1.171 0.744
"44" -0.795 0.805
"45" -1.035 0.763
"46" -1.204 0.73
"47" 0.425 0.874
"48" -1.317 0.711
"49" -0.263 0.741
"50" -0.726 0.691
"51" -1.051 0.753
"52" 0.396 0.636
"53" -0.98 0.78
"54" 1.114 0.648
"55" -0.744 0.68
"56" -0.85 0.794
"57" -0.194 0.932
"58" -1.109 0.755
"59" -1.28 0.717
"60" -1.042 0.758
"61" -0.561 0.71
"62" 2.182 0.691
"63" -0.828 0.79
"64" -0.65 0.815
"65" -0.055 0.696
"66" -0.273 0.653
"67" -0.735 0.815
"68" 0.494 0.653
"69" -0.746 0.816
"70" -1.033 0.762
"71" 1.486 0.707
"72" 0.872 0.591
"73" -0.062 0.666
"74" -0.925 0.777
"75" -0.757 0.809
"76" 0.903 0.611
"77" -0.865 0.778
"78" 0.556 0.667
"79" -1.078 0.76
"80" 0.449 0.777
"81" -0.608 0.856
"82" -0.832 0.667
"83" -0.485 0.706
"84" -0.879 0.783
"85" -1.03 0.765
"86" 0.418 0.894
"87" -0.708 0.835
"88" 1.034 0.773
"89" -0.69 0.824
"90" 0.729 0.698
"91" -0.783 0.668
"92" -0.157 0.759
"93" 0.63 0.779
"94" -0.731 0.82
"95" 1.644 0.752
"96" -1.051 0.76
"97" -1.02 0.765
"98" 0.155 0.7
"99" -0.806 0.797
"100" -0.779 0.815
"101" -1.216 0.723
"102" -0.003 0.7
"103" 1.575 0.678
"104" -0.781 0.684
"105" -1.013 0.759
"106" -0.333 0.751
"107" 0.742 0.808
"108" 0.072 0.665
"109" -1.024 0.753
"110" -0.242 0.747
"111" -0.172 0.656
"112" -1.144 0.737
"113" -0.613 0.844
"114" -1.159 0.745
"115" -0.781 0.813
"116" -0.267 0.747
"117" -0.931 0.659
"118" 1.716 0.641
"119" -1.156 0.737
"120" 0.805 0.66
"121" -0.198 0.929
"122" 0.254 0.648
"123" -0.089 0.775
"124" 0.092 0.614
"125" -0.134 0.773
"126" -1.395 0.699
"127" -0.829 0.796
"128" 0.901 0.762
"129" -0.482 0.86
"130" -0.536 0.865
"131" -0.408 0.739
"132" -0.651 0.836
"133" 0.375 0.66
"134" -0.944 0.786
"135" -0.26 0.65
"136" 1.117 0.781
"137" -0.52 0.613
"138" 2.104 0.658
"139" -0.498 0.708
