"est" "sem"
"1" -1.055 0.764
"2" -0.254 0.923
"3" 0.217 0.714
"4" -0.829 0.796
"5" 2.598 0.624
"6" 0.677 0.711
"7" -0.741 0.83
"8" -1.155 0.74
"9" -0.725 0.813
"10" 0.358 0.845
"11" 0.117 0.72
"12" 0.585 0.686
"13" 1.339 0.75
"14" 1.472 0.727
"15" 1.453 0.817
"16" 0.942 0.686
"17" -0.353 0.896
"18" 1.307 0.738
"19" -0.431 0.722
"20" 0.567 0.781
"21" 1.65 0.658
"22" -0.843 0.805
"23" 0.362 0.833
"24" -0.733 0.819
"25" -0.971 0.77
"26" -0.755 0.814
"27" -0.755 0.815
"28" -0.643 0.831
"29" -0.665 0.69
"30" -0.691 0.832
"31" 2.565 0.646
"32" -1.1 0.755
"33" 1.782 0.696
"34" -0.007 0.779
"35" 0.316 0.737
"36" -0.83 0.814
"37" -0.124 0.757
"38" -1.004 0.759
"39" -0.978 0.778
"40" -0.669 0.85
"41" 1.221 0.802
"42" -0.243 0.924
"43" -1.218 0.73
"44" 1.319 0.734
"45" -0.504 0.71
"46" 1.725 0.694
"47" -0.299 0.913
"48" -0.852 0.803
"49" -0.862 0.798
"50" -0.933 0.781
"51" -0.99 0.78
"52" -1.049 0.757
"53" -0.893 0.786
"54" -0.495 0.707
"55" -0.414 0.879
"56" -1.063 0.761
"57" 0.376 0.861
"58" -0.19 0.765
"59" 0.941 0.732
"60" -0.911 0.779
"61" 2.587 0.641
"62" -1.067 0.759
"63" -0.826 0.789
"64" -0.979 0.772
"65" -0.767 0.81
"66" -0.214 0.784
"67" -0.795 0.809
"68" 1.492 0.743
"69" -1.271 0.723
"70" -0.374 0.913
"71" -0.841 0.797
"72" 0.052 0.836
"73" -0.312 0.749
"74" -0.547 0.704
"75" 1.574 0.661
"76" -0.945 0.782
"77" -0.698 0.829
"78" -0.654 0.832
"79" -0.734 0.809
"80" 0.326 0.739
"81" -0.543 0.867
"82" 0.92 0.773
"83" -1.154 0.74
"84" 0.607 0.694
"85" -0.111 0.795
"86" 0.838 0.638
"87" 2.071 0.647
"88" -1.029 0.765
"89" 1.344 0.748
"90" -0.596 0.86
"91" -0.59 0.857
"92" -0.751 0.834
"93" -0.743 0.8
"94" -0.411 0.744
"95" -0.521 0.714
"96" -1.172 0.739
"97" 0.824 0.7
"98" 1.767 0.546
"99" 0.044 0.837
"100" 1.62 0.719
"101" 1.006 0.756
"102" -0.974 0.776
"103" 0.441 0.749
"104" -1.067 0.758
"105" -0.29 0.767
"106" -0.016 0.808
"107" -0.678 0.827
"108" -0.937 0.774
"109" -0.992 0.775
"110" -0.81 0.807
"111" -1.112 0.75
"112" -1.167 0.737
"113" 1.066 0.605
"114" -0.181 0.677
"115" 1.424 0.702
"116" -0.703 0.847
"117" -0.718 0.845
"118" -0.723 0.845
"119" -0.196 0.737
"120" -1.097 0.754
"121" 0.555 0.787
"122" 0.443 0.864
"123" -0.816 0.805
"124" 0.767 0.663
"125" 2.108 0.678
"126" 1.316 0.649
"127" 2.001 0.728
"128" -0.938 0.775
"129" 0.191 0.834
"130" 0.391 0.677
"131" 1.439 0.592
"132" 0.743 0.738
"133" 1.243 0.74
"134" -0.434 0.743
"135" 1.455 0.71
"136" 0.828 0.747
"137" -0.76 0.823
"138" -0.076 0.764
"139" -0.162 0.581
"140" -1.05 0.759
"141" 0.313 0.73
"142" -1.084 0.755
"143" 0.425 0.68
"144" -0.647 0.836
"145" 0.228 0.846
"146" 0.52 0.758
"147" -0.853 0.796
"148" -1.083 0.751
"149" 0.394 0.654
"150" -0.2 0.756
"151" -0.048 0.773
"152" -0.965 0.647
"153" -0.968 0.777
"154" 0.72 0.802
"155" 1.835 0.598
"156" 1.192 0.731
"157" -0.23 0.92
"158" 0.497 0.784
"159" -0.053 0.794
"160" -0.748 0.821
"161" -0.578 0.851
"162" -0.811 0.672
"163" 1.064 0.683
"164" 0.791 0.697
"165" -0.619 0.855
"166" -0.266 0.908
"167" -1.205 0.736
"168" 1.508 0.696
"169" -0.73 0.818
"170" -0.862 0.798
"171" -0.921 0.783
"172" -0.766 0.808
"173" -1.265 0.717
"174" -1.181 0.736
"175" -0.883 0.797
"176" -0.809 0.794
"177" 0.169 0.847
"178" 0.587 0.689
"179" -0.726 0.824
"180" -0.691 0.829
"181" 1.538 0.601
"182" -1.272 0.717
"183" -1.03 0.759
"184" 1.094 0.618
"185" -0.986 0.762
"186" -0.945 0.781
