"est" "sem"
"1" 1.471 0.757
"2" -0.587 0.712
"3" 1.357 0.788
"4" -0.886 0.789
"5" -0.562 0.845
"6" 1.13 0.792
"7" -0.96 0.772
"8" -0.765 0.813
"9" -0.999 0.775
"10" 1.652 0.66
"11" 1.325 0.698
"12" -0.862 0.794
"13" 0.764 0.843
"14" 1.171 0.76
"15" -0.795 0.806
"16" 0.497 0.787
"17" 0.555 0.765
"18" -0.741 0.829
"19" 0.568 0.693
"20" -0.973 0.781
"21" -0.509 0.877
"22" -0.519 0.733
"23" 1.014 0.711
"24" -0.563 0.865
"25" -0.7 0.831
"26" -0.923 0.787
"27" -0.087 0.78
"28" -0.987 0.778
"29" 0.631 0.767
"30" -0.709 0.813
"31" -0.84 0.802
"32" -0.071 0.805
"33" -0.589 0.836
"34" 1.818 0.668
"35" 0.787 0.843
"36" -0.841 0.789
"37" -0.704 0.846
"38" -1.103 0.755
"39" 1.464 0.725
"40" -0.222 0.651
"41" 0.01 0.7
"42" -0.02 0.79
"43" -0.287 0.661
"44" -0.621 0.704
"45" 1.475 0.725
"46" 1.149 0.868
"47" -1.118 0.758
"48" 0.125 0.626
"49" -0.056 0.679
"50" -0.359 0.742
"51" -0.905 0.802
"52" -0.277 0.755
"53" 0.904 0.763
"54" 1.278 0.752
"55" -0.366 0.747
"56" -0.638 0.697
"57" 0.825 0.788
"58" -0.282 0.658
"59" -0.901 0.785
"60" 1.401 0.728
"61" -0.116 0.61
"62" -0.225 0.762
"63" 0.769 0.714
"64" -0.314 0.755
"65" 1.507 0.722
"66" -1.216 0.732
"67" -0.004 0.798
"68" 1.291 0.779
"69" -1.012 0.766
"70" -0.925 0.777
"71" -0.135 0.786
"72" -0.768 0.808
"73" 0.549 0.695
"74" -0.592 0.703
"75" 1.455 0.598
"76" 0.138 0.842
"77" -1.142 0.753
"78" 0.935 0.794
"79" -0.631 0.698
"80" -0.731 0.826
"81" 0.905 0.842
"82" 0.186 0.721
"83" 0.717 0.717
"84" -0.729 0.813
"85" 0.624 0.913
"86" -0.618 0.699
"87" -0.098 0.676
"88" -0.606 0.697
"89" 1.045 0.835
"90" 0.427 0.662
"91" -1.137 0.743
"92" 0.027 0.707
"93" -0.134 0.789
"94" -0.872 0.793
"95" -1.189 0.74
"96" -0.745 0.829
"97" -0.674 0.699
"98" 0.084 0.838
"99" -0.976 0.77
"100" -0.997 0.776
"101" -0.957 0.78
"102" -0.676 0.834
"103" 1.526 0.724
"104" -0.247 0.756
"105" -0.063 0.804
"106" -0.287 0.664
"107" 0.576 0.698
"108" -0.221 0.761
"109" -0.846 0.8
"110" 0.114 0.84
"111" 0.82 0.603
"112" -1.082 0.758
"113" 0.321 0.742
"114" 1.563 0.721
"115" 1.628 0.716
"116" -0.186 0.783
"117" 0.138 0.807
"118" 0.431 0.689
"119" -1.012 0.766
"120" -0.903 0.779
"121" 0.999 0.753
"122" 0.481 0.908
"123" 0.12 0.711
"124" 0.709 0.739
"125" 0.208 0.651
"126" 1.376 0.758
"127" 0.386 0.695
"128" -0.999 0.776
"129" 1.046 0.709
"130" -0.968 0.774
"131" -0.861 0.801
"132" 0.849 0.647
"133" -0.15 0.787
"134" -1.426 0.696
"135" 0.536 0.744
"136" 0.831 0.733
"137" -1.077 0.747
"138" -0.795 0.813
"139" -0.559 0.711
"140" 0.152 0.729
"141" -0.403 0.741
"142" -0.117 0.792
"143" -0.377 0.912
"144" -1.103 0.76
"145" -0.823 0.8
"146" 0.57 0.778
"147" -1.267 0.718
"148" 1.658 0.658
"149" 1.513 0.751
"150" -1.151 0.742
"151" 1.149 0.791
"152" -0.587 0.842
"153" -0.272 0.755
"154" 0.247 0.745
"155" -0.899 0.786
"156" -0.11 0.773
"157" -0.464 0.73
"158" -0.842 0.672
"159" -1.043 0.756
"160" 0.669 0.789
"161" 0.998 0.634
"162" -1.023 0.766
"163" -0.778 0.814
"164" -1.029 0.757
"165" -0.114 0.672
"166" 1.298 0.648
"167" 0.994 0.643
"168" 1.183 0.791
"169" 1.97 0.68
"170" -0.73 0.845
"171" -0.517 0.726
"172" 0.096 0.695
"173" -0.684 0.848
"174" 1.15 0.64
"175" 0.214 0.846
"176" -0.705 0.698
"177" 1.301 0.852
"178" -0.285 0.76
"179" -1.159 0.739
"180" 1.533 0.74
"181" -0.847 0.797
"182" -0.105 0.789
"183" -0.79 0.806
"184" 0.125 0.729
"185" -1.2 0.742
"186" -0.008 0.796
"187" -0.492 0.871
"188" -0.863 0.793
"189" -0.904 0.802
"190" -0.908 0.802
"191" -0.289 0.742
"192" -0.144 0.66
"193" -1.087 0.755
"194" 0.684 0.768
"195" -0.789 0.806
"196" -1.161 0.743
"197" -0.883 0.793
"198" -1.223 0.723
"199" -0.903 0.793
"200" 0.006 0.835
