"est" "sem"
"1" -0.932 0.776
"2" 0.833 0.679
"3" -0.925 0.648
"4" -0.649 0.701
"5" -0.817 0.812
"6" 0.666 0.849
"7" 1.981 0.65
"8" 0.701 0.805
"9" -1.402 0.695
"10" -0.126 0.776
"11" 2.026 0.672
"12" -1.157 0.741
"13" -1.015 0.777
"14" 0.557 0.688
"15" -1.127 0.744
"16" -1.066 0.761
"17" -0.733 0.677
"18" -0.645 0.827
"19" -1.024 0.765
"20" -1.104 0.756
"21" -1.022 0.76
"22" 0.007 0.608
"23" 0.225 0.737
"24" 0.618 0.734
"25" 1.359 0.731
"26" 0.966 0.7
"27" 1.857 0.658
"28" -0.912 0.659
"29" 0.109 0.642
"30" -0.516 0.738
"31" 1.006 0.793
"32" -0.706 0.823
"33" 1.522 0.718
"34" -1.106 0.753
"35" -1.187 0.733
"36" 1.492 0.682
"37" -0.882 0.792
"38" -0.062 0.682
"39" 1.678 0.683
"40" -0.52 0.721
"41" 0.456 0.674
"42" 0.327 0.688
"43" 1.222 0.757
"44" 0.377 0.665
"45" 1.255 0.755
"46" -1.158 0.735
"47" -1.24 0.725
"48" 0.261 0.744
"49" -0.986 0.773
"50" -0.749 0.811
"51" -0.745 0.821
"52" -0.793 0.815
"53" 1.149 0.761
"54" 1.524 0.707
"55" -1.056 0.759
"56" -0.997 0.758
"57" -1.084 0.755
"58" -0.701 0.679
"59" 0.781 0.648
"60" -0.649 0.851
"61" 0.021 0.729
"62" -1.271 0.72
"63" -0.653 0.691
"64" 0.228 0.842
"65" 1.928 0.648
"66" -0.75 0.683
"67" 0.009 0.782
"68" -0.822 0.813
"69" -1.107 0.756
"70" -1.092 0.756
"71" 0.345 0.756
"72" -0.886 0.794
"73" -1.339 0.711
"74" -0.782 0.678
"75" -1.42 0.7
"76" -1.042 0.762
"77" -0.076 0.682
"78" 1.582 0.704
"79" 0.078 0.629
"80" -1.271 0.721
"81" 0.187 0.84
"82" 0.961 0.731
"83" 0.511 0.631
"84" -0.611 0.857
"85" -0.958 0.784
"86" 1.25 0.79
"87" -0.728 0.811
"88" -0.696 0.824
"89" -1.387 0.708
"90" -0.68 0.689
"91" -0.381 0.736
"92" -0.697 0.829
"93" 1.709 0.686
"94" 1.936 0.681
"95" 1.244 0.754
"96" 1.789 0.681
"97" 0.252 0.599
"98" -0.703 0.68
"99" 0.932 0.548
"100" 1.472 0.729
"101" -0.632 0.853
"102" 1.443 0.724
"103" 1.406 0.642
"104" 1.592 0.617
