"est" "sem"
"1" -0.373 0.749
"2" -0.796 0.814
"3" 1.791 0.696
"4" -0.136 0.79
"5" -0.3 0.761
"6" 0.922 0.846
"7" 0.307 0.663
"8" -0.668 0.849
"9" 1.065 0.795
"10" -0.468 0.889
"11" 0.075 0.728
"12" -0.669 0.849
"13" 1.491 0.762
"14" 0.62 0.735
"15" -0.275 0.672
"16" 0.03 0.836
"17" 1.115 0.622
"18" -0.176 0.789
"19" -0.122 0.792
"20" -0.91 0.788
"21" 0.741 0.844
"22" 1.847 0.703
"23" 0.055 0.833
"24" 0.834 0.702
"25" -1.018 0.774
"26" 0.92 0.8
"27" -0.882 0.795
"28" -0.283 0.78
"29" 1.25 0.738
"30" 0.015 0.713
"31" -0.999 0.777
"32" 0.102 0.838
"33" 0.941 0.799
"34" -0.748 0.823
"35" -0.962 0.782
"36" -0.038 0.697
"37" -0.231 0.92
"38" -0.025 0.794
"39" -0.557 0.727
"40" -0.893 0.794
"41" -0.232 0.767
"42" 1.574 0.633
"43" -0.25 0.781
"44" -0.721 0.827
"45" -0.68 0.839
"46" 1.157 0.761
"47" -0.254 0.766
"48" 0.298 0.754
"49" -0.203 0.783
"50" -1.009 0.775
"51" -1.181 0.744
"52" 1.255 0.757
"53" -1.184 0.744
"54" 0.979 0.713
"55" -0.146 0.78
"56" 0.121 0.733
"57" 0.085 0.832
"58" -0.836 0.809
"59" -0.714 0.831
"60" -1.076 0.767
"61" 0.292 0.622
"62" -0.827 0.683
"63" 2.175 0.675
"64" -0.697 0.834
"65" 0.749 0.782
"66" 0.289 0.728
"67" -1.048 0.766
"68" 1.571 0.74
"69" -1.295 0.724
"70" 0.066 0.814
"71" -0.745 0.829
"72" -0.398 0.911
"73" -0.912 0.8
"74" 0.126 0.71
"75" 0.313 0.867
"76" 0.738 0.734
"77" -0.717 0.818
"78" -0.605 0.705
"79" 0.697 0.835
"80" -0.766 0.827
"81" -0.778 0.825
"82" -0.709 0.836
"83" 0.014 0.727
"84" 0.085 0.728
"85" -0.435 0.746
"86" -0.614 0.713
"87" -1.088 0.766
"88" 0.797 0.702
"89" -0.421 0.874
"90" -0.897 0.787
"91" 1.096 0.791
"92" 0.73 0.736
"93" 0.277 0.736
"94" 0.61 0.736
"95" -0.676 0.847
"96" -0.724 0.835
"97" -0.745 0.821
"98" -0.221 0.782
"99" 0.607 0.736
"100" 2.03 0.694
"101" 1.55 0.74
"102" 1.176 0.689
"103" -0.719 0.692
"104" -0.625 0.699
"105" -0.421 0.886
"106" 0.72 0.845
"107" -0.053 0.802
"108" 0.477 0.908
"109" -0.417 0.907
"110" -0.056 0.694
"111" 0.589 0.803
"112" 0.598 0.736
"113" -0.863 0.79
"114" 0.065 0.698
"115" -0.571 0.863
"116" -1.048 0.763
"117" -0.292 0.779
"118" -1.017 0.773
"119" -0.235 0.78
"120" 0.071 0.807
"121" -0.965 0.781
"122" -0.792 0.816
"123" -0.867 0.798
"124" -1.034 0.772
"125" -0.562 0.859
"126" 1.143 0.749
"127" -0.191 0.783
"128" -0.872 0.674
"129" 1.473 0.785
"130" 1.222 0.76
"131" -0.699 0.847
"132" 0.196 0.733
"133" 1.413 0.769
"134" -0.792 0.82
"135" 0.037 0.836
"136" -0.364 0.648
"137" -0.831 0.81
"138" -0.919 0.789
"139" 1.298 0.734
"140" -0.709 0.685
"141" 0.428 0.91
"142" 0.415 0.778
"143" -1.27 0.728
"144" -0.187 0.785
"145" -0.848 0.682
"146" 0.635 0.633
"147" 0.38 0.76
"148" 0.773 0.74
"149" 1.178 0.759
"150" 1.557 0.793
"151" -0.146 0.796
"152" 1.597 0.715
"153" 1.166 0.801
"154" -0.592 0.715
"155" -1.065 0.768
"156" 1.193 0.758
"157" -0.027 0.811
"158" -0.424 0.91
"159" 0.868 0.757
"160" -0.483 0.881
"161" 0.761 0.751
"162" 0.461 0.909
"163" 1.256 0.813
"164" -1.051 0.759
"165" -0.758 0.819
"166" 0.62 0.735
"167" -0.334 0.9
"168" 0.74 0.679
"169" -0.512 0.714
"170" -0.903 0.802
"171" 0.469 0.696
"172" -1.341 0.719
"173" 0.712 0.834
"174" 0.048 0.837
"175" -1.21 0.729
"176" -0.827 0.803
"177" 0.077 0.833
"178" -0.756 0.828
"179" -0.581 0.715
"180" -0.901 0.802
"181" 1.309 0.752
"182" -0.356 0.894
"183" -0.266 0.674
"184" -0.467 0.741
"185" 1.74 0.711
"186" 0.656 0.916
"187" -0.066 0.685
"188" -0.81 0.814
"189" 1.676 0.73
"190" -0.163 0.68
"191" 0.683 0.678
"192" 0.719 0.846
"193" -0.143 0.95
"194" -0.795 0.815
"195" -0.013 0.831
"196" -0.595 0.713
"197" -0.294 0.762
"198" 0.317 0.746
"199" 0.001 0.802
"200" 0.447 0.868
"201" -0.687 0.848
"202" 1.609 0.794
"203" -0.801 0.808
"204" -0.167 0.787
"205" 1.221 0.757
"206" 1.564 0.743
"207" -0.849 0.808
"208" -0.002 0.835
"209" -1.222 0.732
"210" 1.168 0.761
"211" 0.714 0.846
"212" -0.934 0.791
"213" 1.089 0.752
"214" 0.281 0.869
"215" -0.895 0.797
"216" -1.171 0.746
"217" 0.201 0.744
"218" 0.357 0.778
"219" -0.851 0.797
"220" -0.765 0.819
"221" 0.39 0.779
"222" -0.281 0.762
"223" -0.64 0.852
"224" 0.877 0.65
"225" 0.585 0.735
"226" -1.186 0.745
"227" 1.354 0.733
"228" 0.638 0.734
"229" 0.21 0.821
"230" -0.184 0.784
"231" -0.718 0.7
"232" 1.197 0.759
